	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	Igkc	mt-Co2	Plac8	Tff3	Mptx1	mt-Co1	S100a6	Fcgbp	Dmbt1	Actb	Muc3	Saa1	Krt8	mt-Cytb	mt-Atp6	Spink1	Reg4	Igha	mt-Nd1	Txn1	Muc13	Tspan1	mt-Nd4	Krt20	Tpt1	Prdx6	mt-Nd2	mt-Co3	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Ptma	Lgals3	Actg1	Slc25a5	Car4	Ppia	Rps23	Rpl23	Tmsb4x	Eef1a1	H2-Aa	Reg3b	mt-Nd3	Rack1	Rpl27a	Scd2	Ccl6	Rps24	Rps21	Reg3g	Guca2a	Cox8a	Cox7c	Ly6e	Atp1b1	Plet1	1810065E05Rik	Calr	Rplp0	Slc26a3	Dstn	Calm1	Rps14	Rpl41	Rpl10a	Tgm3	Oit1	Aqp8	Hspa5	Itm2b	Lgals4	Aqp4	Hsd11b2	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Mgat4c	Rps20	Rps7	Slpi	Gm10053	Gm29123	Rpl39	Ifit1bl1	Rps27a	Cox5a	Eif2s2	Rps16	Rps3	Tspan8	Rpl18a	Arf1	Car1	Gpa33	Rps9	Tm9sf2	Myl6	Chchd2	Cox4i1	Rpl17	mt-Nd5	Tgoln1	Gapdh	Tmbim6	Rpl31	Rpl7	Gfpt1	Atp5g3	Rpl35a	Rps29	Slc25a3	Slc26a2	Rpl13a	Gzma	Cox6b1	Rps13	Wdr24	Hsp90ab1	Atp5a1	Rpl28	Actn4	H2-Eb1	Gm20594	Rps11	Atp1a1	Srsf1	Retnlb	Uqcrb	Rpl37a	Prdx1	Tmem59	Ezr	Mxd1	Sectm1b	Cd9	Serinc3	Rpl37	Rpl5	Ces2c	Gm8797	Clca3b	Cdh1	Manf	Klf4	Gnas	Rpl12	Smim14	Rps26	Rps25	Maoa	Eef1b2	Rfk	Rpl4	Fos	Cdh17	Hmgb2	Ubc	Clec2h	Fth1	Jun	Rps19	Spint2	Sycn	Serf2	Tmem86a	Gng5	H3f3a	Cldn7	Rpl7a	Dynll1	Pls1	Hk2	Nfatc2	Rps28	Cdkn1a	Hint1	Rps17	Ccnd2	Rpl6	P4hb	Krt19	Sec61b	Cox6c	Cd63	Tubb5	Ldha	Tm9sf3	Adh1	Rpl10	Hspa8	H3f3b	Upp1	Tagln2	Pigr	Gm11808	Tmed2	2200002D01Rik	Gm17541	Rps18	Cs	Rep15	Pabpc1	Id1	Rps8	Pdia6	Hmgb1	Ccl5	Fabp6	Mgst3	Atp5g1	Ybx1	Vdac2	Xist	Klk1	Rplp1	Prr13	Slc10a7	Myl12b	Rpn1	Rps4x	Slc44a4	S100a10	Txndc5	Rps6	Atp5l	Snrpf	Clca4b	Cystm1	Tpd52	Pfn1	Rpl14	Hdgf	Calm2	Cd74	Tm4sf20	Rps15a	Ceacam10	Cdhr5	H2-Ab1	Hsp90b1	Gm9844	Rpl13	Cmpk1	Aldh2	Ctnnd1	Prss32	Clic1	Rpl19	Aco2	Tmed10	Set	Serp1	Ggh	Slc12a2	Bcas1	Cd177	Ckmt1	Iqgap2	Actr3	Ahnak	Fut2	Rnf31	Ywhaz	Tmprss2	Duox2	Ms4a8a	Spcs2	Gsdmc4	Rrbp1	Chp1	Rpl22	Pcbp2	Rpsa	Btf3	Cd164	Anxa2	Cox7a2	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Wbp5	Ctsb	Hmgcs1	Cd24a	Sec61g	Ptp4a1	Dbi	Eef1g	Cox7b	Fxyd3	Gprc5a	Slc13a2	Uqcr10	Uqcrq	Slc6a8	Atp5b	Ywhab	Myh14	Mboat1	Emp1	Serpinb1a	Galnt7	Lars2	S100a11	Rac1	Gmds	Nov	Tuba1b	Dsg2	Serpinb6a	Arf4	Ucp2	Rbm47	Rps5	St6galnac6	Gpx2	Gcnt3	S100a16	Cd38	Gnb1	Ndufa4	Atp5j	2210407C18Rik	Atp5g2	Rpl36a	Ndufb8	Ctnnb1	Arpc2	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Apol10a	Sec61a1	Glul	Rpl26	Pkn2	Smpdl3a	Atp5f1	Qsox1	Mcl1	Golm1	Rnf128	Pmp22	Creb3l1	Gsn	Sqrdl	Tkt	Ostc	Sypl	Rps10	Hepacam2	Parm1	Lama4	Hnrnpab	Id3	Eif4g2	Rpl8	Hnrnpf	Capzb	Ces2e	Pcbp1	Eif1	Krt18	Klf6	Zfp644	Rpl38	Rab1a	Atp5j2	Slc5a8	Ybx3	B3gnt7	2010107E04Rik	Mrfap1	Npm1	Hoxb13	St3gal4	Tram1	Shisa5	Prdx5	Suclg1	Lasp1	Gda	Arl1	Cldn3	Ethe1	Slc6a14	Uba1	Oaz1	Ywhaq	Npc2	Ndufa2	Aes	Tax1bp1	Dlk1	Eef2	Pdia3	Lurap1l	Nans	Ndufa6	Atp6ap2	Ddost	Serbp1	Cib1	Cdc42	Arf6	Cpd	S100a14	Hnrnpa2b1	Eif5a	Zfp36	Rab2a	Hsp90aa1	Stard10	Elf3	Gna11	Hnrnpa3	Atp12a	Clcn2	Deptor	Usmg5	Ido1	Ctss	Gm4262	Arpc3	Slc35c1	Uqcrc2	Gabarap	Msmo1	Slc4a7	Rpl34	Cyp4f14	Rpl32	Psap	Chmp4b	Gsto1	Slc39a4	Ahcyl2	Rhoc	Txnip	Naca	Rplp2	Eif3c	Suclg2	Hnf4a	Aph1a	Ddx5	Tmem45b	Sult1b1	Clic5	Tomm7	Cycs	Ptms	Mgat4b	Cttn	Atp5k	Atp5o	Higd2a	Arpc1b	Arpc5	Misp	Nudt4	Rpl21	Fuca1	Scin	Rpl3	Lima1	Lamp1	Pla2g10	Capns1	Pkm	Efhd2	Ildr1	Psma3	Gm1123	Il13ra1	Rps12-ps3	C1galt1	Higd1a	Galnt12	Hist1h2bc	Csnk1a1	Ubl5
53	636	409	38	52	80	0	25	15	93	10	18	68	79	0	46	0	13	61	11	12	16	39	0	18	32	32	25	16	6	31	3	13	13	38	41	32	29	0	43	22	9	16	13	17	0	13	17	22	13	10	11	0	7	13	18	19	15	15	18	0	4	22	15	28	9	1	0	44	20	0	17	22	16	34	16	0	18	0	26	14	9	1	23	15	9	7	13	20	2	12	15	41	8	17	14	0	14	8	14	12	9	22	6	25	0	13	8	16	12	11	9	4	6	18	11	20	17	6	12	12	14	11	9	3	9	0	11	7	6	4	11	12	12	3	2	6	5	8	11	12	20	8	20	2	0	1	10	16	5	5	0	8	0	9	18	8	10	8	22	10	14	1	5	6	8	0	16	0	12	2	8	0	7	6	1	20	3	7	8	4	1	14	8	6	6	12	6	5	6	2	10	12	4	9	6	9	0	3	12	0	6	2	5	0	9	6	6	10	1	5	5	3	4	2	5	3	8	2	0	0	9	9	6	9	5	8	2	2	10	3	6	2	2	4	4	4	5	3	0	3	16	5	6	6	4	2	0	2	6	6	3	6	5	6	15	4	0	4	2	2	6	6	4	13	1	2	22	2	3	7	10	2	10	3	5	2	0	4	6	1	9	0	5	2	4	11	6	3	3	6	7	1	2	4	8	5	3	1	22	6	11	2	3	9	1	4	2	2	8	2	5	5	1	2	6	0	1	5	14	9	11	8	6	0	5	2	6	9	9	2	3	1	8	8	5	4	1	2	0	4	4	5	8	7	5	3	3	4	3	0	6	2	8	0	0	4	6	3	2	1	1	0	7	1	8	3	6	2	15	5	4	1	5	2	0	4	5	0	6	2	10	3	5	4	8	7	0	6	1	2	3	1	2	2	13	6	3	4	5	0	4	4	0	0	3	5	8	3	6	1	0	0	6	5	3	3	2	1	15	3	6	0	2	7	2	0	1	0	9	1	7	5	5	2	2	0	3	4	0	1	2	5	3	1	6	2	10	2	0	0	2	2	0	1	1	1	3	2	1	6	5	1	1	2	2	0	1	4	3	2	2	2	3	1	4	4	6	1	0	1	1	7	3	5	5	2	3	4	5	0	1	2	3	7	6	1	2	0	2	3
54	2037	220	924	135	210	0	77	25	230	7	95	197	289	0	62	1	98	29	18	37	254	0	0	22	136	68	58	23	25	32	20	15	25	25	30	15	61	0	35	104	0	57	6	23	0	2	5	4	45	3	3	0	4	1	5	4	18	4	9	0	0	12	21	20	10	12	0	34	3	1	33	8	4	12	4	0	4	1	21	32	37	0	28	10	2	3	5	5	4	7	0	60	5	0	3	0	2	5	30	4	3	23	3	18	0	15	7	27	16	9	7	3	13	22	6	11	6	6	10	6	1	10	3	9	6	0	16	3	2	0	2	2	19	1	16	2	5	29	1	6	4	5	24	12	25	3	14	8	5	0	0	9	0	14	16	10	12	4	13	1	4	1	1	12	1	5	11	0	10	11	8	10	1	9	9	9	15	24	2	6	2	9	6	15	3	5	17	8	1	0	2	14	4	5	8	13	0	8	11	0	3	1	7	0	13	11	7	5	2	3	1	1	8	6	11	0	9	0	0	0	7	5	4	12	3	11	7	5	6	5	14	1	9	9	1	1	6	0	0	3	14	8	4	10	3	1	0	0	5	1	5	11	17	3	6	5	11	5	7	4	2	13	1	3	0	1	18	0	0	5	4	7	3	0	9	8	4	3	2	0	9	2	1	5	0	1	10	10	4	2	3	1	12	2	13	3	1	1	11	0	6	4	4	1	2	5	4	1	4	3	3	2	4	0	15	0	1	7	0	8	10	2	1	0	5	8	8	10	6	1	7	0	20	10	1	3	2	2	4	1	0	1	3	3	6	2	8	7	3	0	7	2	1	0	0	2	5	5	3	7	3	0	10	2	2	2	4	2	12	7	16	3	4	7	3	4	10	0	3	5	12	13	18	2	10	2	1	1	5	1	6	0	2	2	3	3	3	1	6	0	5	6	2	0	3	4	10	8	3	5	4	0	2	9	13	0	4	7	4	2	3	7	4	11	12	1	0	0	2	0	4	3	1	1	9	0	0	3	5	2	1	10	3	0	2	12	4	0	0	1	7	5	0	3	1	4	15	2	2	2	0	7	0	2	1	1	1	3	0	0	5	7	3	4	0	6	7	4	1	0	6	7	1	6	3	17	4	4	2	3	2	8	15	2	6	2	3	5	2	2
55	15	5	4	9	4	0	84	8	1	1	47	31	0	111	15	3	1	18	77	52	2	0	0	42	16	16	10	50	1	65	6	43	35	3	38	1	11	0	2	0	51	6	34	19	2	54	60	27	12	35	16	0	28	49	29	23	1	48	46	5	0	24	27	18	18	3	0	26	38	0	5	13	40	25	21	2	8	1	11	3	5	0	1	5	38	33	18	24	2	32	29	0	8	1	24	0	22	16	4	26	25	12	37	8	0	15	19	9	5	19	23	23	18	3	10	9	29	28	0	8	31	18	16	6	16	0	14	14	7	19	16	24	7	22	1	18	4	4	0	8	18	22	12	1	1	0	5	12	16	25	0	15	8	7	4	0	20	13	1	28	17	3	28	2	23	0	4	20	2	0	6	0	29	2	1	8	1	5	17	11	19	12	4	3	3	12	2	13	18	2	16	5	1	7	12	6	10	3	5	25	15	14	18	0	2	12	11	10	1	19	6	5	0	14	0	13	0	11	0	0	4	15	12	9	15	0	11	2	6	6	6	16	0	2	2	12	7	25	0	3	6	8	9	14	12	10	6	13	3	2	11	7	4	20	6	1	6	5	7	14	2	4	12	7	0	16	1	4	0	1	4	2	0	3	4	5	3	2	9	0	1	1	10	7	9	6	7	1	4	6	7	4	2	7	3	13	6	10	4	1	3	1	6	12	2	1	0	0	6	3	0	9	13	2	1	0	1	2	1	3	4	1	0	7	4	4	2	4	3	20	0	1	0	3	0	2	11	6	1	7	12	6	4	8	5	2	3	6	5	0	3	7	12	2	1	13	0	2	3	1	0	0	0	0	4	6	5	13	1	4	1	11	0	3	11	9	5	0	12	9	1	1	1	9	4	4	3	14	1	5	12	9	4	0	5	1	1	9	2	1	8	4	2	0	6	12	9	3	6	3	8	1	12	0	8	7	1	4	3	9	3	1	2	2	2	11	5	0	5	10	2	2	3	3	0	2	2	6	0	2	9	3	1	10	0	3	0	7	0	8	6	1	16	4	0	0	4	8	11	6	3	2	1	15	1	4	0	13	2	6	4	1	3	7	8	6	6	0	4	10	4	0	13	5	0	1	2	1	0	1	12	0	0	11	3	0	0	7	5	6
56	381	311	18	102	27	0	51	25	27	1	47	77	30	94	51	60	0	68	16	27	6	9	0	27	53	35	38	16	8	85	23	14	18	57	41	22	32	0	29	35	9	16	30	27	0	23	24	24	47	23	17	0	13	18	19	13	8	16	18	0	8	23	16	33	11	13	6	31	25	8	26	22	12	19	14	9	18	0	10	7	22	26	14	3	7	18	17	14	7	13	7	5	15	4	11	1	12	12	9	20	11	24	13	12	0	5	15	19	11	17	16	7	8	20	11	16	16	11	21	14	7	18	8	7	16	0	16	5	9	11	19	17	9	5	11	9	16	14	7	7	8	15	22	2	4	0	8	7	8	10	1	5	6	13	10	11	14	9	8	19	16	7	9	11	10	7	6	0	15	4	21	4	8	16	5	10	5	14	12	9	8	6	10	4	9	11	11	6	14	19	5	3	7	8	16	8	0	9	12	4	6	14	10	4	8	9	14	12	2	2	7	7	8	7	10	4	6	0	0	0	10	7	14	1	10	2	9	7	9	12	7	7	6	3	6	2	10	3	1	4	6	12	4	6	7	1	1	10	11	8	1	9	15	1	7	10	2	9	6	9	3	7	3	8	4	2	4	13	8	3	8	6	14	6	11	9	2	3	5	8	5	9	3	5	5	5	6	3	10	7	6	1	7	5	6	11	4	4	6	1	9	10	7	3	4	5	1	3	12	7	3	8	7	4	9	0	3	6	4	14	6	4	13	0	4	11	5	15	9	8	4	6	10	2	8	5	9	4	3	5	8	5	6	8	2	5	2	4	3	1	7	1	1	3	1	4	6	5	6	4	0	4	5	4	4	5	5	6	7	1	2	3	10	8	10	3	4	4	2	7	5	1	5	6	4	8	7	6	1	4	1	2	2	4	6	2	1	4	4	1	3	10	2	0	5	1	11	1	6	5	4	0	4	8	2	3	2	3	9	3	4	1	4	9	1	4	1	0	6	1	1	6	5	4	0	1	7	1	0	0	4	7	4	2	1	4	7	3	2	4	5	5	3	3	5	1	2	4	4	4	9	4	2	3	6	0	0	9	5	0	5	1	2	2	2	1	2	3	3	5	4	1	6	0	4	3	3	3	3	3	2	3	2	12	3	4	3	3	6	10
57	1079	325	443	75	97	1	51	22	164	3	43	121	168	2	38	0	42	40	21	27	76	5	0	22	55	62	34	15	18	31	1	14	18	29	45	19	69	0	40	36	4	10	48	15	1	4	6	5	17	2	15	0	12	2	1	11	17	6	5	1	0	21	12	37	15	4	0	14	5	0	20	11	3	10	0	0	9	0	22	22	13	0	25	11	2	2	9	1	3	0	3	15	3	12	8	1	1	7	15	2	1	7	3	7	0	8	2	21	11	4	3	4	8	15	10	13	1	1	4	7	4	10	3	2	1	0	10	5	1	2	3	2	7	4	3	1	0	14	2	5	3	2	18	9	19	4	8	10	2	1	1	15	0	8	7	13	19	1	3	1	2	1	0	6	0	1	14	0	5	2	1	1	1	3	6	4	1	8	6	3	1	13	15	6	1	3	17	3	3	4	1	15	2	2	7	5	0	6	13	0	1	1	8	1	11	4	5	6	4	2	1	5	13	3	8	0	8	1	0	0	1	1	3	5	4	6	1	7	14	2	6	2	3	1	0	0	1	3	0	9	15	5	1	2	2	2	1	0	3	8	3	2	12	0	6	6	7	6	9	4	3	8	4	3	0	1	12	4	3	0	7	5	6	0	9	11	3	2	6	1	6	1	1	0	2	2	17	9	2	1	0	0	0	5	2	1	1	8	6	0	7	0	1	1	1	2	1	2	3	2	3	2	8	1	1	0	2	9	0	1	5	9	0	0	9	4	4	11	4	3	0	0	7	5	2	10	1	5	0	3	2	2	4	4	2	1	6	4	6	0	5	6	1	3	4	2	9	1	5	8	0	1	11	0	3	1	1	2	8	4	8	0	2	4	0	3	6	0	7	5	1	2	8	1	7	5	2	3	3	4	3	0	4	2	3	2	2	8	12	1	3	3	1	0	6	4	2	1	2	2	5	0	1	5	1	4	2	4	3	1	5	2	1	11	4	2	2	0	3	1	4	9	2	2	4	0	3	0	13	0	0	3	1	3	3	10	9	0	0	1	2	3	0	3	0	2	1	1	3	0	2	4	2	1	2	0	2	4	1	0	6	6	3	1	2	2	3	5	1	2	2	15	0	2	3	1	5	1	6	2	1	5	4	2	9	1	6	0	3	1
58	4	350	3	19	7	0	57	14	19	5	37	84	14	4	30	0	3	29	19	33	4	1	0	19	60	21	27	22	0	63	7	23	17	28	31	5	37	0	48	25	6	5	24	31	2	34	20	25	17	30	1	0	13	32	27	17	33	30	24	0	7	37	27	48	15	7	0	16	18	0	15	9	28	33	21	0	30	0	23	15	11	0	11	5	14	30	11	19	0	19	22	17	13	3	19	1	15	15	4	21	21	9	9	27	0	13	11	23	14	9	6	13	11	23	8	15	17	13	10	10	12	11	10	4	12	0	12	16	8	13	17	14	1	1	1	10	9	13	17	11	19	4	13	2	1	0	5	18	17	10	0	11	1	8	12	5	23	6	16	12	17	1	5	2	11	5	7	3	2	3	8	1	8	12	9	18	0	10	13	9	11	8	2	7	3	4	2	14	13	10	9	17	4	7	8	17	1	4	27	7	16	2	12	0	12	11	14	8	1	5	6	4	27	12	13	11	7	7	0	0	3	9	6	6	8	9	9	1	5	7	13	11	1	3	21	8	6	2	1	3	17	12	14	3	11	2	1	10	4	4	2	8	23	10	15	1	5	10	5	3	8	13	1	10	1	2	7	16	2	1	5	1	16	3	3	8	1	10	3	0	10	2	10	3	5	8	10	3	7	5	6	4	6	3	8	8	4	5	3	7	13	0	6	4	5	17	0	1	5	11	0	5	7	0	1	0	0	16	0	9	3	12	17	1	4	3	14	7	8	3	4	2	15	4	0	0	3	11	1	9	4	7	1	5	8	4	4	10	2	0	8	7	13	0	0	5	3	1	10	3	0	6	15	2	9	14	5	6	7	2	0	6	8	4	5	1	2	0	10	6	0	1	0	6	8	0	0	6	8	3	3	3	3	0	4	3	3	17	8	0	4	5	3	0	3	3	12	3	1	4	7	0	2	9	7	7	5	9	14	5	13	2	6	4	1	6	6	3	8	2	11	4	3	6	0	0	7	5	0	0	6	7	12	7	1	5	7	5	2	8	2	3	3	1	0	0	1	2	11	2	2	1	0	6	2	0	1	4	2	3	10	0	4	2	10	4	3	0	1	8	3	12	6	2	2	3	9	0	2	0	4	4	6	6	5	2	8	6	6	6
59	1	3	1	162	112	0	124	72	2	1	69	128	0	126	67	71	2	162	48	51	0	0	0	85	90	49	38	29	40	54	23	38	37	1	73	17	31	0	0	0	4	67	55	54	1	17	27	12	55	26	21	7	38	23	14	23	0	33	35	29	23	56	29	5	20	12	51	18	16	21	12	32	6	14	13	1	7	0	6	16	27	29	8	17	8	12	30	17	38	6	11	0	20	8	20	0	8	45	6	16	17	32	19	22	23	18	16	19	25	33	34	7	15	23	25	14	19	11	10	32	12	25	19	16	7	0	29	14	18	8	23	16	15	11	7	15	11	12	0	16	10	13	14	11	8	11	6	4	15	3	6	6	3	15	3	11	8	7	2	13	4	20	13	17	2	1	9	0	19	5	12	2	4	21	2	9	5	13	9	3	8	7	15	4	17	10	2	12	8	2	4	8	22	4	9	18	0	11	2	1	16	11	6	2	17	11	7	10	11	5	8	11	0	9	5	6	1	0	0	0	27	27	5	19	6	0	10	12	13	16	3	6	14	8	2	5	16	2	1	7	4	11	5	1	9	7	5	7	6	9	7	3	4	8	12	11	15	10	9	11	17	7	2	5	6	0	0	3	7	13	8	3	2	9	8	9	8	6	2	10	4	10	8	6	10	14	4	10	5	17	11	18	13	10	9	10	0	15	3	0	4	8	9	2	11	0	5	9	9	15	2	12	5	10	9	1	3	7	5	7	8	5	0	0	9	17	3	11	9	5	8	0	0	12	5	13	8	7	8	6	4	9	6	9	3	5	7	10	9	7	1	8	5	0	4	9	0	5	7	9	4	0	4	8	5	2	3	4	0	3	0	2	4	11	2	3	12	6	3	6	1	0	1	4	5	8	5	2	0	9	3	1	1	4	1	4	6	4	4	4	6	4	12	7	8	2	1	6	6	10	4	1	4	7	5	1	6	0	3	2	6	1	4	1	7	5	5	0	4	1	2	1	9	2	0	7	4	6	0	5	5	13	1	7	4	3	3	1	14	3	12	5	9	6	8	4	0	6	3	5	8	7	6	2	7	5	0	5	4	4	6	15	7	4	11	6	6	5	5	6	6	1	3	4	12	5	4	8	4	5	8	0	0	2	2	8	0	5	9	2
60	14	2	0	6	3	0	112	12	1	1	70	22	1	87	38	0	0	11	100	105	1	0	0	68	19	16	7	88	0	76	2	70	44	1	36	3	9	0	1	0	41	2	28	36	1	80	66	41	10	43	24	4	18	51	41	13	0	51	43	34	0	33	24	13	17	1	0	16	50	1	9	15	36	45	27	0	5	0	10	7	5	5	0	7	41	41	12	25	1	45	19	0	4	1	25	0	26	6	0	18	32	0	29	11	1	16	36	6	8	15	8	19	17	3	10	8	42	24	3	10	30	23	9	0	23	0	12	22	17	22	17	24	3	19	4	32	11	6	0	3	20	12	8	5	0	0	3	3	21	25	0	14	19	6	12	0	14	18	7	24	23	0	27	2	27	0	4	6	9	0	8	3	17	3	0	12	0	6	23	6	17	9	0	2	16	17	1	5	17	3	20	8	6	4	9	4	6	4	4	11	20	12	13	0	5	3	14	7	1	15	15	2	0	13	0	10	8	8	0	0	0	15	16	1	7	0	20	4	10	4	6	24	1	1	4	18	8	16	0	8	7	6	26	18	3	12	1	15	12	1	5	6	8	22	1	1	0	2	7	15	6	2	17	2	1	11	0	2	1	4	5	0	0	10	11	4	5	1	3	0	0	5	13	17	21	8	6	2	6	15	14	5	7	7	0	5	5	8	4	5	8	1	6	10	6	3	0	0	6	8	0	4	5	0	0	0	0	1	1	2	5	6	0	4	5	4	2	3	12	6	0	7	0	2	0	5	7	1	2	13	11	7	1	5	11	6	1	10	7	1	7	9	5	0	1	6	0	1	0	5	0	5	0	3	12	3	2	7	0	1	1	8	0	6	7	8	5	0	6	3	1	0	0	11	0	3	5	7	0	8	14	10	2	0	4	1	2	4	2	0	1	4	1	0	5	8	8	4	7	3	5	0	9	0	0	1	2	1	3	9	1	2	5	0	0	9	13	0	4	7	3	2	0	8	0	0	1	3	0	2	16	1	5	7	3	0	0	2	0	9	1	2	5	0	0	0	1	7	12	10	4	9	2	1	3	0	0	10	1	9	3	2	4	5	5	3	3	0	2	14	2	0	6	4	2	1	1	3	3	0	2	0	1	7	1	0	2	1	4	3
61	1356	364	508	155	98	0	42	9	132	0	57	119	211	3	40	0	35	37	49	22	81	2	0	25	35	44	66	32	18	14	11	11	19	37	29	16	152	0	35	42	1	27	30	11	0	4	7	10	13	6	6	0	14	2	2	4	4	3	2	1	0	11	19	24	13	7	0	37	7	2	12	5	7	5	2	0	6	1	17	25	10	0	24	17	0	2	2	2	0	6	3	39	3	8	1	0	4	6	19	1	4	20	5	5	1	11	3	18	9	6	5	1	8	15	5	17	9	0	4	2	5	4	4	0	1	0	3	4	1	2	6	0	3	1	3	5	4	16	1	3	5	1	21	6	16	3	15	9	2	2	0	4	0	7	10	29	7	0	2	3	5	1	2	3	1	1	15	0	5	9	2	0	1	5	17	3	1	10	10	8	1	10	5	2	1	3	14	2	1	5	4	20	6	2	7	19	0	4	12	1	2	0	3	1	6	9	2	3	4	3	3	2	26	7	10	0	7	0	0	0	3	1	3	4	4	10	3	6	8	1	2	2	9	4	0	1	1	0	0	0	3	2	0	2	0	0	0	3	3	4	1	3	0	2	2	6	4	8	3	4	2	12	0	1	1	1	16	6	0	3	6	4	1	1	2	7	3	10	9	0	0	1	0	1	1	3	9	4	3	2	0	0	2	2	9	3	1	1	9	0	2	8	1	1	1	7	6	3	1	2	2	0	3	1	3	0	4	5	1	3	3	2	0	0	5	7	4	4	3	0	3	0	22	7	4	3	0	3	2	0	2	2	3	4	0	3	1	2	7	0	3	9	0	2	2	5	12	2	5	1	4	0	10	3	4	2	2	5	2	9	16	1	1	3	0	2	3	0	1	5	8	1	12	1	1	2	0	0	0	2	4	0	5	0	5	5	4	1	6	0	0	6	1	0	7	3	3	2	1	1	2	3	0	3	2	1	2	6	2	0	0	3	4	3	4	1	5	1	4	0	2	2	0	1	1	0	0	3	5	0	0	3	3	1	2	2	0	1	0	0	3	1	0	0	2	6	1	3	2	4	0	0	1	3	2	0	3	5	0	0	2	3	1	1	0	1	6	3	4	1	4	4	0	1	3	2	6	1	2	1	0	3	9	0	5	0	3	1	1	3
62	8	209	1	65	96	0	147	30	0	1	192	42	0	6	73	41	34	29	86	82	0	74	0	53	31	41	42	53	27	70	16	43	74	58	70	15	9	0	28	27	9	6	25	33	49	35	27	34	17	18	14	0	27	33	27	6	53	41	20	0	11	26	21	34	11	19	7	23	16	10	10	21	36	25	19	4	39	12	13	21	20	2	6	13	16	21	11	18	4	21	8	0	6	6	16	2	11	7	13	17	15	14	17	15	4	19	13	13	17	9	8	16	12	19	19	13	19	16	15	11	21	12	13	10	23	0	16	17	13	6	11	13	12	6	9	17	18	7	1	9	18	8	9	7	6	3	10	13	9	16	5	16	1	5	16	1	15	9	4	8	15	3	9	6	6	20	8	0	14	2	12	9	8	11	0	13	0	7	15	6	8	9	8	31	15	11	0	9	13	4	2	14	3	13	3	10	0	9	18	7	16	7	12	2	4	8	9	4	4	10	12	7	1	8	0	5	9	2	0	0	1	9	5	3	12	11	7	6	21	5	9	8	3	3	16	8	11	8	0	5	10	8	9	13	10	6	2	6	14	9	6	3	10	12	15	4	5	8	2	4	8	9	0	6	2	9	0	20	5	5	7	2	5	7	7	2	7	8	12	0	6	6	6	4	6	7	8	3	7	2	10	0	5	2	3	5	9	3	1	18	11	4	7	3	7	8	4	1	6	10	5	2	3	5	3	2	2	6	2	6	5	9	22	4	4	3	8	4	8	1	14	5	3	6	5	6	5	5	0	8	7	2	7	4	5	10	3	3	9	0	8	7	5	0	2	6	5	9	8	3	2	7	1	1	3	3	9	4	2	3	0	6	0	5	5	5	5	1	3	6	2	3	0	9	4	7	0	7	9	2	6	0	13	1	3	10	7	2	8	2	5	6	2	0	2	3	6	7	3	2	4	0	6	7	2	5	2	4	5	3	6	6	4	3	3	4	3	6	3	6	7	2	3	2	0	6	2	6	0	6	3	3	8	3	5	7	2	7	1	2	3	3	1	5	2	5	5	7	2	4	3	2	2	4	2	1	2	2	2	0	5	6	5	5	6	4	9	4	1	2	3	1	6	2	5	3	1	0	1	5	0	3	0	3	1	3	6	1	5	2
