	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	Igkc	mt-Co2	Plac8	Tff3	Mptx1	mt-Co1	S100a6	Fcgbp	Dmbt1	Actb	Muc3	Saa1	Krt8	mt-Cytb	mt-Atp6	Spink1	Reg4	Igha	mt-Nd1	Txn1	Muc13	Tspan1	mt-Nd4	Krt20	Tpt1	Prdx6	mt-Nd2	mt-Co3	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Ptma	Lgals3	Actg1	Slc25a5	Car4	Ppia	Rps23	Rpl23	Tmsb4x	Eef1a1	H2-Aa	Reg3b	mt-Nd3	Rack1	Rpl27a	Scd2	Ccl6	Rps24	Rps21	Reg3g	Guca2a	Cox8a	Cox7c	Ly6e	Atp1b1	Plet1	1810065E05Rik	Calr	Rplp0	Slc26a3	Dstn	Calm1	Rps14	Rpl41	Rpl10a	Tgm3	Oit1	Aqp8	Hspa5	Itm2b	Lgals4	Aqp4	Hsd11b2	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Mgat4c	Rps20	Rps7	Slpi	Gm10053	Gm29123	Rpl39	Ifit1bl1	Rps27a	Cox5a	Eif2s2	Rps16	Rps3	Tspan8	Rpl18a	Arf1	Car1	Gpa33	Rps9	Tm9sf2	Myl6	Chchd2	Cox4i1	Rpl17	mt-Nd5	Tgoln1	Gapdh	Tmbim6	Rpl31	Rpl7	Gfpt1	Atp5g3	Rpl35a	Rps29	Slc25a3	Slc26a2	Rpl13a	Gzma	Cox6b1	Rps13	Wdr24	Hsp90ab1	Atp5a1	Rpl28	Actn4	H2-Eb1	Gm20594	Rps11	Atp1a1	Srsf1	Retnlb	Uqcrb	Rpl37a	Prdx1	Tmem59	Ezr	Mxd1	Sectm1b	Cd9	Serinc3	Rpl37	Rpl5	Ces2c	Gm8797	Clca3b	Cdh1	Manf	Klf4	Gnas	Rpl12	Smim14	Rps26	Rps25	Maoa	Eef1b2	Rfk	Rpl4	Fos	Cdh17	Hmgb2	Ubc	Clec2h	Fth1	Jun	Rps19	Spint2	Sycn	Serf2	Tmem86a	Gng5	H3f3a	Cldn7	Rpl7a	Dynll1	Pls1	Hk2	Nfatc2	Rps28	Cdkn1a	Hint1	Rps17	Ccnd2	Rpl6	P4hb	Krt19	Sec61b	Cox6c	Cd63	Tubb5	Ldha	Tm9sf3	Adh1	Rpl10	Hspa8	H3f3b	Upp1	Tagln2	Pigr	Gm11808	Tmed2	2200002D01Rik	Gm17541	Rps18	Cs	Rep15	Pabpc1	Id1	Rps8	Pdia6	Hmgb1	Ccl5	Fabp6	Mgst3	Atp5g1	Ybx1	Vdac2	Xist	Klk1	Rplp1	Prr13	Slc10a7	Myl12b	Rpn1	Rps4x	Slc44a4	S100a10	Txndc5	Rps6	Atp5l	Snrpf	Clca4b	Cystm1	Tpd52	Pfn1	Rpl14	Hdgf	Calm2	Cd74	Tm4sf20	Rps15a	Ceacam10	Cdhr5	H2-Ab1	Hsp90b1	Gm9844	Rpl13	Cmpk1	Aldh2	Ctnnd1	Prss32	Clic1	Rpl19	Aco2	Tmed10	Set	Serp1	Ggh	Slc12a2	Bcas1	Cd177	Ckmt1	Iqgap2	Actr3	Ahnak	Fut2	Rnf31	Ywhaz	Tmprss2	Duox2	Ms4a8a	Spcs2	Gsdmc4	Rrbp1	Chp1	Rpl22	Pcbp2	Rpsa	Btf3	Cd164	Anxa2	Cox7a2	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Wbp5	Ctsb	Hmgcs1	Cd24a	Sec61g	Ptp4a1	Dbi	Eef1g	Cox7b	Fxyd3	Gprc5a	Slc13a2	Uqcr10	Uqcrq	Slc6a8	Atp5b	Ywhab	Myh14	Mboat1	Emp1	Serpinb1a	Galnt7	Lars2	S100a11	Rac1	Gmds	Nov	Tuba1b	Dsg2	Serpinb6a	Arf4	Ucp2	Rbm47	Rps5	St6galnac6	Gpx2	Gcnt3	S100a16	Cd38	Gnb1	Ndufa4	Atp5j	2210407C18Rik	Atp5g2	Rpl36a	Ndufb8	Ctnnb1	Arpc2	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Apol10a	Sec61a1	Glul	Rpl26	Pkn2	Smpdl3a	Atp5f1	Qsox1	Mcl1	Golm1	Rnf128	Pmp22	Creb3l1	Gsn	Sqrdl	Tkt	Ostc	Sypl	Rps10	Hepacam2	Parm1	Lama4	Hnrnpab	Id3	Eif4g2	Rpl8	Hnrnpf	Capzb	Ces2e	Pcbp1	Eif1	Krt18	Klf6	Zfp644	Rpl38	Rab1a	Atp5j2	Slc5a8	Ybx3	B3gnt7	2010107E04Rik	Mrfap1	Npm1	Hoxb13	St3gal4	Tram1	Shisa5	Prdx5	Suclg1	Lasp1	Gda	Arl1	Cldn3	Ethe1	Slc6a14	Uba1	Oaz1	Ywhaq	Npc2	Ndufa2	Aes	Tax1bp1	Dlk1	Eef2	Pdia3	Lurap1l	Nans	Ndufa6	Atp6ap2	Ddost	Serbp1	Cib1	Cdc42	Arf6	Cpd	S100a14	Hnrnpa2b1	Eif5a	Zfp36	Rab2a	Hsp90aa1	Stard10	Elf3	Gna11	Hnrnpa3	Atp12a	Clcn2	Deptor	Usmg5	Ido1	Ctss	Gm4262	Arpc3	Slc35c1	Uqcrc2	Gabarap	Msmo1	Slc4a7	Rpl34	Cyp4f14	Rpl32	Psap	Chmp4b	Gsto1	Slc39a4	Ahcyl2	Rhoc	Txnip	Naca	Rplp2	Eif3c	Suclg2	Hnf4a	Aph1a	Ddx5	Tmem45b	Sult1b1	Clic5	Tomm7	Cycs	Ptms	Mgat4b	Cttn	Atp5k	Atp5o	Higd2a	Arpc1b	Arpc5	Misp	Nudt4	Rpl21	Fuca1	Scin	Rpl3	Lima1	Lamp1	Pla2g10	Capns1	Pkm	Efhd2	Ildr1	Psma3	Gm1123	Il13ra1	Rps12-ps3	C1galt1	Higd1a	Galnt12	Hist1h2bc	Csnk1a1	Ubl5
688	2	2	1	126	85	1	34	64	2	0	27	76	0	50	51	48	26	33	37	16	2	3	0	44	50	31	37	24	25	25	35	34	22	1	27	11	15	0	0	0	2	35	26	53	8	13	4	10	18	3	14	0	15	6	2	8	0	6	8	0	6	18	27	5	22	11	10	11	6	17	11	11	8	6	2	22	5	5	4	17	28	9	2	7	7	3	15	7	22	3	2	0	19	10	4	6	5	25	13	1	1	5	8	7	3	9	3	9	11	23	10	4	16	8	5	9	4	7	10	21	2	5	18	11	2	0	20	2	3	1	13	2	12	9	3	5	4	9	0	16	2	3	7	13	10	8	15	1	3	4	9	7	0	7	0	3	6	3	3	1	3	11	1	8	2	0	3	0	4	11	12	0	4	3	0	7	5	16	9	7	2	6	8	6	1	5	11	10	2	0	1	4	6	2	9	16	0	8	4	5	2	2	2	4	5	1	6	1	4	7	2	10	0	3	0	0	1	3	0	3	8	8	9	12	5	1	1	3	1	12	1	3	5	3	1	3	7	3	2	12	5	2	0	3	5	0	2	1	3	1	6	3	0	1	1	9	6	4	3	5	9	4	0	1	9	0	0	0	10	5	7	8	0	1	9	12	1	8	0	5	2	4	3	3	3	1	3	4	7	5	0	3	4	7	5	6	0	4	5	0	1	2	5	1	6	0	8	7	4	6	6	4	6	3	2	0	9	1	1	4	8	8	0	0	1	6	0	1	8	1	1	0	0	2	10	4	2	4	0	2	1	5	8	3	7	3	2	7	5	3	1	10	1	0	7	3	0	8	2	5	1	0	9	5	3	0	0	2	0	8	0	0	0	2	1	2	2	3	1	4	0	1	0	1	4	4	3	2	0	5	6	0	2	4	0	2	3	3	1	4	6	6	2	4	3	4	0	2	5	5	4	0	2	0	1	3	7	0	2	1	5	5	3	3	3	1	2	0	2	1	0	1	1	3	2	2	0	7	0	6	0	3	2	6	5	6	0	0	5	0	5	2	6	0	0	3	0	1	1	2	4	8	3	3	7	7	3	2	6	1	3	3	8	2	3	6	1	1	0	0	5	1	3	3	4	4	0	2	3	5	2	0	1	0	2	3	1	3	1	0
689	6	3	2	16	2	0	16	14	0	0	21	36	2	61	14	19	3	12	24	15	0	1	0	23	26	15	11	12	0	25	6	11	12	0	10	4	6	0	2	0	33	4	20	32	0	38	24	20	13	30	6	14	6	27	7	28	0	14	25	13	0	9	16	6	8	0	1	11	20	2	12	8	17	12	18	0	7	0	13	1	12	9	1	2	25	24	5	23	5	20	16	0	1	1	12	0	16	13	4	6	8	8	13	19	0	7	9	6	10	12	12	22	2	5	5	7	8	23	6	12	9	12	11	4	18	0	9	11	10	14	13	8	3	4	4	9	3	8	2	6	7	18	3	3	0	0	4	2	16	12	0	7	2	3	2	1	6	6	1	10	10	2	2	1	11	1	5	6	2	0	5	0	3	1	4	9	0	6	13	2	10	4	3	0	12	3	0	8	8	4	11	5	5	1	8	5	1	3	6	3	6	11	14	0	6	6	9	4	1	9	11	1	0	5	2	4	7	9	0	0	0	19	12	5	0	0	6	6	0	3	8	5	4	5	2	10	4	9	0	5	2	2	11	7	11	0	0	8	2	0	1	4	0	6	1	2	2	2	7	5	5	7	7	4	1	0	1	2	2	0	9	0	0	6	5	0	1	0	2	1	3	0	15	7	3	2	1	0	0	6	7	4	8	6	9	5	0	6	6	2	4	2	6	5	8	0	0	0	6	5	0	6	4	0	1	0	0	0	1	0	2	6	0	1	2	2	3	4	2	2	3	5	0	1	2	1	5	3	0	4	9	1	5	4	5	2	0	9	1	4	5	6	4	0	0	4	0	0	3	1	0	1	0	1	4	2	2	5	0	1	0	3	2	7	10	2	5	0	3	6	0	0	0	2	7	4	3	5	0	6	4	0	0	1	3	1	1	6	1	0	5	0	2	1	6	4	4	3	7	3	3	0	1	3	1	0	2	1	5	11	4	6	2	3	1	1	4	0	1	11	4	3	2	3	0	0	7	4	0	1	5	1	2	5	2	2	2	3	0	3	5	5	6	2	1	1	0	0	5	3	3	1	6	2	2	1	0	4	2	9	3	4	1	7	1	2	4	0	4	7	1	0	0	3	4	0	2	0	3	1	3	0	0	6	0	2	3	4	2	6
690	6	5	1	197	11	0	103	10	4	1	59	27	1	62	7	48	22	30	72	52	0	0	0	70	7	86	80	42	19	7	7	40	47	1	31	37	37	0	1	0	1	5	8	22	0	5	0	4	0	2	25	0	22	2	1	30	3	1	4	0	1	11	9	19	42	2	0	27	4	11	6	2	1	2	6	7	10	0	16	28	9	4	4	4	0	1	12	2	2	3	1	0	3	7	1	7	3	7	2	1	0	18	1	5	0	15	3	10	3	4	10	1	16	14	1	27	4	2	6	1	2	4	4	22	3	0	5	1	0	1	3	2	17	16	4	2	16	2	0	3	1	3	14	1	5	4	27	1	1	0	27	2	4	17	5	4	1	2	0	0	5	10	2	2	1	0	16	0	3	1	4	0	0	3	0	1	0	3	0	13	2	1	5	3	1	0	0	1	3	1	0	7	2	0	4	4	0	0	1	4	2	2	0	1	0	14	5	3	1	1	2	8	0	1	4	2	5	0	0	0	3	1	1	5	3	0	1	0	5	4	8	0	13	0	1	0	1	0	9	0	1	0	1	1	0	8	9	1	1	6	10	10	0	0	2	1	5	4	3	2	6	2	0	1	8	0	0	0	3	4	1	6	4	0	2	19	6	1	10	14	3	3	1	0	1	0	2	2	4	2	0	1	2	6	1	2	0	10	2	0	0	0	2	1	1	0	5	2	3	2	9	5	1	12	9	0	3	2	1	0	2	3	0	0	9	2	2	1	2	1	6	1	0	1	1	0	0	3	9	2	1	0	0	3	1	0	5	1	8	1	3	0	0	0	5	3	0	1	4	11	3	0	6	1	0	0	3	1	0	4	1	0	0	0	2	3	2	9	0	2	2	2	0	1	2	1	4	3	5	0	0	1	2	4	4	9	2	2	1	2	2	4	0	10	1	2	1	3	1	0	2	0	4	9	2	0	0	2	0	1	2	1	2	4	1	0	0	1	2	0	0	2	4	0	2	2	1	0	0	14	1	0	0	3	1	9	1	0	1	0	9	1	1	4	2	1	1	1	1	1	1	1	3	0	5	2	3	0	0	0	3	3	1	2	0	3	0	1	1	1	1	2	0	6	9	6	0	0	0	2	2	0	5	0	4	0	1	0	1	1
691	2	32	1	1	0	0	29	7	1	6	23	4	0	0	16	0	0	3	35	30	0	1	0	15	19	1	9	12	0	33	1	26	8	11	27	1	6	0	27	0	19	1	5	11	0	14	21	14	3	22	2	0	10	17	13	3	0	10	20	1	2	16	4	1	3	2	0	18	18	0	3	8	14	11	14	0	4	0	17	1	3	1	1	2	6	22	7	12	0	5	5	0	6	0	3	0	11	8	0	13	5	2	7	11	0	5	6	9	2	4	8	10	5	4	8	7	9	5	12	9	6	8	9	1	7	0	7	9	7	7	7	4	4	3	2	7	0	1	0	8	7	6	1	1	0	0	3	9	8	4	0	7	5	2	10	0	6	7	8	9	9	0	8	1	8	0	0	5	4	0	4	4	3	1	0	3	0	2	6	4	8	2	0	3	8	7	0	4	10	5	8	3	0	8	2	6	11	1	5	2	6	12	6	0	4	4	0	0	0	7	4	1	0	5	0	8	5	4	0	0	0	1	10	1	7	2	2	0	6	2	7	5	0	1	5	3	1	3	0	0	13	8	10	8	7	4	1	5	10	1	1	3	5	1	6	2	5	1	8	7	2	6	5	3	0	0	0	2	1	0	0	0	3	6	4	3	3	1	6	1	2	1	2	8	5	3	4	3	0	1	5	0	6	4	4	1	17	2	1	8	10	0	7	9	1	4	1	0	1	2	0	6	1	0	1	0	0	1	2	9	3	4	0	5	2	1	7	6	3	3	3	4	0	2	0	1	7	0	0	2	5	1	2	1	2	1	2	1	2	0	7	2	2	0	0	0	0	1	2	1	0	6	1	0	2	4	6	0	3	3	0	3	0	3	4	8	0	0	5	3	2	0	0	1	3	1	0	3	0	3	3	5	0	0	6	0	4	2	0	0	4	1	0	0	7	6	5	3	1	1	0	0	4	1	2	1	0	3	7	3	5	2	4	2	0	4	7	2	1	2	3	0	0	5	0	0	5	1	0	1	3	3	0	1	3	2	0	2	0	3	2	2	1	1	0	0	1	3	0	2	3	0	0	5	0	0	0	5	1	2	1	2	1	2	3	1	2	0	1	0	0	0	3	0	3	0	5	0	0	1	4	0	0	1	2	1	1	0	3	4
692	6	1	4	272	144	0	40	82	1	2	28	51	1	83	67	57	55	43	18	17	0	0	0	18	44	77	46	21	23	23	83	19	20	1	43	55	31	0	0	0	1	14	16	15	13	4	2	0	12	2	38	0	6	0	1	1	0	3	3	0	2	18	23	4	36	14	5	8	3	13	22	10	2	7	2	18	4	6	12	24	13	0	1	12	1	1	26	1	3	1	0	0	13	21	0	20	1	12	19	1	0	15	2	14	1	18	1	6	16	4	12	3	8	14	10	13	2	1	12	6	2	5	9	8	2	0	15	0	1	0	5	4	21	14	7	1	8	2	0	5	1	2	15	7	5	11	11	1	2	1	29	8	5	7	6	8	8	1	2	0	0	12	0	3	1	0	5	0	7	11	8	1	2	6	28	3	2	3	6	5	0	3	3	6	1	0	4	5	1	1	0	3	4	0	7	6	1	4	1	2	0	8	2	6	2	18	3	2	5	0	0	10	0	5	5	1	1	1	0	40	6	0	5	5	1	0	1	6	6	5	1	0	6	6	2	1	6	0	7	8	1	6	0	2	13	6	30	0	6	7	6	4	1	0	2	7	4	9	10	2	3	2	0	1	7	0	0	0	3	9	5	7	1	2	3	8	11	5	3	0	1	2	1	4	0	8	0	1	3	3	0	1	1	5	7	6	0	8	5	0	2	3	3	2	4	0	5	1	1	4	1	3	2	3	2	0	7	0	0	0	8	3	0	1	2	4	2	1	2	0	1	1	0	4	10	3	0	2	7	2	0	10	9	4	1	4	3	2	12	4	1	0	0	0	6	3	1	6	3	5	4	1	2	3	0	1	2	0	0	6	0	0	2	1	0	2	4	4	5	1	3	4	0	1	3	3	1	1	3	3	0	0	3	5	2	7	6	2	3	5	1	8	3	4	3	0	1	1	4	1	4	0	0	6	6	2	2	0	0	1	7	7	3	1	1	0	2	1	3	0	1	6	1	0	6	4	2	5	0	5	0	4	3	5	2	2	0	0	0	0	2	3	3	9	2	9	5	2	1	0	2	5	4	2	7	4	2	1	1	0	1	5	4	6	3	4	1	2	1	2	3	0	0	5	2	4	0	3	5	4	1	0	4	0	1	0	1	1	1	7
693	26	72	0	15	2	0	17	4	5	41	24	40	7	0	12	0	0	17	18	19	5	39	0	20	23	12	18	13	0	43	0	10	15	55	23	2	8	0	19	23	7	0	13	12	0	14	28	45	5	26	1	0	12	18	30	16	44	19	15	0	7	16	12	17	18	0	0	9	16	0	13	6	16	7	16	0	18	1	17	16	9	0	26	4	19	8	6	18	0	13	10	2	1	0	21	0	22	5	4	8	16	13	8	12	0	0	23	12	2	11	6	10	6	7	3	8	11	14	6	11	15	12	4	5	14	0	5	9	14	6	6	6	3	0	1	9	6	5	0	6	10	5	10	1	0	0	5	13	6	10	0	7	1	1	4	5	10	9	8	9	8	1	10	1	9	11	4	0	7	0	5	26	5	18	4	8	1	4	11	5	7	5	2	2	9	3	3	10	9	3	6	4	2	5	8	9	1	3	12	7	5	6	5	0	7	4	4	7	0	6	6	2	7	6	0	4	7	2	0	0	2	2	2	0	5	11	6	1	4	3	1	9	1	4	4	11	6	2	0	1	2	4	11	1	11	0	1	6	5	3	2	3	2	9	3	4	2	2	1	4	2	3	1	1	1	5	2	3	3	2	2	2	6	3	0	5	2	1	4	0	5	1	7	2	6	4	9	2	6	1	9	1	4	3	1	3	1	1	3	2	4	0	2	3	5	2	4	0	4	1	0	2	2	1	0	0	3	4	2	4	5	3	0	1	0	8	5	3	4	4	4	3	8	2	0	2	2	2	0	6	2	2	4	2	4	1	2	3	4	0	4	2	7	0	0	3	10	1	2	1	1	10	0	0	4	8	2	3	5	2	0	0	0	2	5	5	8	0	6	0	6	1	0	6	3	2	0	6	1	0	5	1	3	0	6	2	2	0	1	0	2	0	0	0	3	1	3	3	2	3	3	0	5	1	0	1	0	4	7	4	3	2	2	4	1	2	2	4	3	1	4	5	0	7	0	0	5	0	0	0	4	3	3	3	3	3	6	1	0	4	1	1	2	0	0	0	1	3	3	6	8	0	0	1	1	0	0	2	0	1	5	1	0	3	1	0	5	1	0	4	1	1	3	2	5	0	2	3	1	0	0	4	1	3	4	0	5	1	1	2
694	4	0	2	41	20	0	65	13	0	0	32	22	0	38	11	17	9	30	42	32	0	0	0	21	24	21	17	31	8	11	15	19	25	1	13	7	3	0	1	1	0	16	11	16	0	4	6	6	3	3	7	0	18	4	2	4	0	6	7	0	4	21	22	2	9	4	3	5	3	3	8	8	5	4	2	5	4	0	2	5	13	4	2	2	3	2	16	2	8	2	4	0	12	1	2	2	3	13	4	3	2	7	2	4	0	4	3	0	5	5	12	0	23	4	2	4	3	3	4	5	2	2	10	2	1	1	9	3	0	0	7	1	3	1	5	2	4	4	0	8	3	2	2	0	2	0	5	1	0	4	4	2	1	1	4	2	4	1	1	3	2	4	0	1	0	0	4	0	1	1	4	0	2	0	10	2	1	5	0	4	3	2	0	1	0	1	4	6	2	1	0	1	4	5	5	6	0	3	2	2	1	3	1	2	0	4	4	2	2	0	1	6	0	2	5	1	1	1	0	0	4	8	4	1	2	0	4	1	1	3	2	1	1	2	0	0	1	0	0	1	4	1	2	1	4	2	0	1	1	1	5	1	0	0	3	7	2	5	1	2	2	1	0	0	2	0	0	1	3	2	2	4	0	2	3	3	0	5	0	5	2	3	0	2	0	0	2	5	3	4	0	6	4	1	1	4	0	2	2	0	2	0	6	0	4	0	6	1	1	7	2	4	2	0	1	0	0	1	4	1	3	3	0	0	4	5	1	2	1	3	2	0	0	1	1	1	1	1	0	0	1	1	1	1	2	0	0	5	0	3	0	2	0	1	0	2	0	2	1	2	0	0	3	2	1	0	0	1	0	1	0	1	0	0	1	1	1	4	2	3	1	0	0	1	0	1	1	1	0	3	0	0	0	2	1	2	2	2	0	1	2	3	1	5	1	1	0	4	2	2	1	0	1	2	6	0	1	0	0	0	4	4	1	1	3	0	1	0	1	1	0	1	3	1	0	1	2	3	0	1	1	1	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	2	0	1	2	1	1	2	3	1	0	2	0	0	1	2	3	1	2	1	2	1	4	0	0	1	0	1	1	2	0	1	1	3	0	0	2	1	0	0	0	3	1
695	10	132	2	5	2	0	24	4	2	1	24	15	1	1	27	0	0	4	16	15	3	81	0	12	18	6	11	8	0	40	2	11	8	56	14	0	4	0	28	21	11	2	7	10	0	12	8	27	5	18	6	0	8	18	16	7	34	17	22	0	3	12	13	29	15	4	0	10	15	1	10	7	17	10	15	0	13	0	8	5	12	0	4	4	15	9	3	7	0	6	10	2	2	0	10	0	14	4	1	7	16	3	4	10	0	2	8	6	1	1	9	8	7	4	4	7	16	11	8	7	6	7	8	0	9	0	3	7	3	12	3	10	0	1	69	10	4	2	2	2	7	10	10	0	0	0	0	8	5	11	0	13	4	2	1	0	11	8	3	5	7	0	7	0	7	0	3	1	5	0	4	9	3	10	1	4	10	3	6	5	5	5	3	9	3	4	0	5	5	5	6	6	0	9	4	9	0	1	7	1	4	1	7	0	3	4	2	3	0	4	4	1	4	4	0	5	6	1	0	0	0	5	1	2	9	9	5	1	2	0	5	8	0	0	9	4	2	11	0	1	4	3	5	6	2	1	0	2	10	0	0	2	6	6	3	2	2	1	1	3	1	1	1	1	0	4	3	4	0	0	2	0	4	1	0	2	1	1	3	0	16	0	5	4	2	5	2	2	2	1	2	0	3	4	1	6	13	3	3	5	3	1	2	9	1	5	0	0	8	3	0	0	2	0	0	0	1	3	1	4	3	2	10	1	1	2	2	3	2	4	3	5	2	3	1	5	3	1	0	3	4	1	3	1	4	1	3	6	3	0	6	3	6	0	0	3	1	1	2	2	0	4	2	0	3	3	5	5	7	1	0	2	0	0	1	1	4	0	0	2	0	2	0	5	4	1	0	4	1	1	3	1	1	2	0	1	2	1	0	0	2	0	2	0	1	0	2	1	2	0	3	0	1	3	1	4	0	7	3	0	3	1	4	2	2	1	2	0	2	1	2	0	0	2	0	0	2	2	0	0	5	5	2	1	0	2	4	3	0	4	0	2	0	0	1	0	1	1	4	2	0	0	1	2	1	0	0	0	3	0	1	3	3	1	1	0	1	0	0	6	3	0	3	1	1	1	1	0	2	1	1	5	2	1	0	1	0	0	0	3
696	175	68	31	33	3	0	35	10	71	0	24	46	21	1	22	0	2	31	16	10	23	1	0	19	36	16	16	9	3	44	2	6	10	27	9	1	10	0	27	5	6	7	20	13	0	17	12	23	27	18	3	0	5	18	5	5	13	23	15	0	4	13	16	22	10	0	0	13	10	0	16	4	10	15	8	0	13	0	10	7	8	2	18	5	17	3	5	16	0	5	12	1	2	1	13	1	9	7	4	15	17	8	15	22	0	6	12	13	3	9	8	7	7	8	2	11	11	7	10	11	5	16	5	5	11	0	6	7	3	5	7	10	7	1	3	8	5	9	0	4	9	6	8	2	1	0	18	10	8	4	0	10	0	4	5	7	0	8	4	2	11	0	4	0	4	16	0	0	8	1	5	8	5	5	1	8	1	5	7	10	5	9	2	1	3	6	3	3	5	4	8	4	0	13	10	11	0	0	9	9	9	3	6	0	7	1	5	5	1	7	6	4	14	2	5	3	7	2	0	0	1	7	2	2	3	7	4	1	3	2	3	3	0	2	1	5	3	1	0	1	9	3	6	3	2	0	0	4	5	3	2	4	4	8	9	3	2	0	2	4	1	3	1	9	1	13	9	2	2	0	2	3	2	3	1	4	1	1	10	0	2	0	3	2	6	1	14	2	1	1	3	4	0	5	5	5	1	2	3	0	2	6	3	2	4	6	1	0	4	4	0	2	4	0	0	0	2	6	0	4	3	5	0	0	2	1	5	2	5	4	1	0	3	5	0	4	2	7	0	3	7	2	2	5	0	1	1	1	6	0	5	0	6	1	1	2	4	0	5	3	0	1	1	0	4	3	2	3	3	1	1	1	8	3	4	1	4	0	1	5	8	6	4	4	5	2	0	1	1	1	2	0	7	0	2	3	2	3	2	0	3	4	1	0	3	5	6	2	5	3	6	0	2	5	1	4	2	4	4	3	2	2	4	4	4	2	1	9	3	3	0	8	0	3	0	0	4	2	0	1	3	3	2	4	3	5	1	1	0	2	2	4	0	0	1	0	0	4	2	2	4	1	0	2	4	0	0	1	1	2	5	0	5	1	4	2	2	1	0	2	0	3	5	6	3	7	1	0	3	2	4	4	3	3	7	1	3	2	4	4
697	11	25	5	6	3	0	36	6	4	21	25	8	0	1	15	1	3	7	24	19	0	59	0	18	22	13	14	20	0	55	0	24	13	30	31	0	0	0	12	2	10	1	23	26	0	29	39	34	11	19	2	1	14	30	27	10	23	43	35	0	7	18	19	21	7	0	0	10	22	0	9	7	32	28	15	0	19	0	11	17	7	0	6	3	21	24	10	22	0	11	23	1	4	3	23	0	20	9	2	10	20	4	27	4	0	4	14	2	2	6	8	27	2	3	5	10	13	18	7	0	17	18	13	0	11	0	14	19	21	7	7	19	0	6	0	16	7	0	2	6	15	10	4	0	0	0	6	13	13	18	3	14	1	1	7	0	14	8	2	11	12	0	13	3	5	12	0	1	9	1	4	6	10	4	1	4	0	6	5	6	18	4	3	0	17	13	0	6	10	1	13	8	0	11	7	8	1	0	4	2	4	6	6	0	1	4	5	1	0	13	11	0	2	11	0	8	6	2	0	0	0	3	4	2	1	4	11	3	7	1	3	12	1	0	6	16	4	3	0	1	10	2	13	6	3	5	0	10	5	0	5	0	4	13	4	3	2	1	2	3	3	2	2	6	0	6	1	5	3	0	0	1	6	11	2	4	1	1	6	0	1	2	7	3	6	0	8	1	3	0	9	1	3	1	1	3	9	0	0	6	5	3	0	4	6	6	0	0	10	1	0	3	2	1	0	0	0	1	0	5	1	11	3	0	3	1	4	1	1	9	2	4	1	2	1	1	4	0	0	1	16	6	2	3	2	3	0	4	1	0	4	4	9	0	0	1	3	0	3	0	0	3	1	1	3	0	3	8	2	1	0	4	0	1	8	7	0	0	5	4	1	1	0	12	3	1	1	4	5	4	2	2	11	1	8	3	2	2	1	0	1	4	0	0	3	6	5	4	3	2	2	0	6	1	1	4	1	7	0	2	1	0	0	1	1	1	1	6	4	1	4	1	1	2	0	1	2	1	0	0	2	6	10	0	6	2	1	12	0	6	2	2	3	0	1	1	5	4	7	1	2	1	2	2	2	0	1	2	2	3	5	0	9	2	1	2	0	0	0	3	1	0	2	0	1	1	3	0	1	0	6	1	0	6	2	0	2	2	2	1
