Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
9	4	5	135	76	0	110	5	0	1	77	65	16	100	81	55	89	96	0	0	0	44	54	54	68	56	27	51	51	0	0	21	14	1	49	0	29	39	36	35	0	25	9	24	34	14	7	26	7	0	20	33	10	5	20	67	20	127	21	18	15	12	19	3	19	19	44	11	0	9	23	5	17	17	11	12	19	14	0	11	6	22	4	17	9	5	7	17	22	7	5	9	17	3	11	17	1	23	12	4	14	4	5	5	14	16	16	19	12	6	10	17	12	0	2	14	8	6	2	7	12	11	5	7	8	12	11	11	15	6	11	3	8	9	13	13	12	8	7	14	10	1	6	6	3	2	10	5	5	12	2	0	3	2	3	11	7	4	17	8	6	0	4	5	5	3	4	0	4	3	10	6	0	5	13	10	8	4	12	9	4	6	11	5	7	0	0	0	0	9	11	16	6	12	4	1	17	6	8	14	8	6	7	7	0	3	12	13	1	0	3	9	3	9	3	0	4	5	12	1	3	2	4	14	14	1	11	3	17	1	0	4	5	12	3	11	10	8	5	11	3	0	12	1	5	3	0	1	6	0	8	4	6	4	1	6	0	7	6	6	3	12	5	0	1	2	21	0	5	2	7	5	4	3	1	1	10	7	11	3	0	0	5	4	7	10	3	0	4	0	5	2	5	1	6	0	4	5	6	3	5	4	1	5	4	2	3	3	0	4	0	11	4	1	6	0	4	4	1	2	8	8	10	11	7	4	8	5	6	1	0	3	3	4	5	5	5	5	2	6	9	4	2	3	0	1	0	6	0	4	5	6	3	4	10	3	1	1	2	9	12	0	2	2	9	0	0	1	1	1	1	4	7	1	1	2	2	5	9	3	0	3	8	4	2	0	1	2	7	1	0	4	4	4	2	1	3	3	1	0	1	2	5	5	3	6	9	3	5	2	0	3	3	1	8	3	9	2	11	3	3	7	2	10	6	4	1	3	0	2	3	6	2	1	5	1	3	4	3	0	3	2	10	1	3	8	1	12	5	4	0	5	3	2	7	2	1	0	2	7	4	4	4	4	6	4	2	4	1	10	0	0	1	7	7	9	1	1	6	5	0	3	7	2	0	1	14	8	0	2	1	0	0	1	2	3	0	3	1	3
6	1	2	207	64	0	95	2	0	1	94	77	50	31	69	55	40	72	0	0	0	38	58	86	66	36	55	34	33	0	0	50	11	0	39	0	28	37	36	34	0	24	0	27	52	10	7	25	4	1	9	8	7	3	15	0	7	0	19	19	8	18	10	11	35	33	13	6	2	10	31	20	13	23	2	5	10	6	0	10	13	13	5	20	20	2	8	18	32	25	7	1	27	11	2	15	4	17	11	3	29	6	3	5	6	15	22	26	8	5	7	24	15	0	3	25	4	0	4	10	29	14	6	10	20	7	38	5	3	8	15	12	15	14	19	20	21	12	8	21	11	10	9	20	0	0	17	2	5	13	15	2	0	1	0	4	3	6	8	7	2	1	3	4	2	0	0	1	6	5	11	11	0	15	9	11	5	2	16	9	1	14	9	2	3	3	0	0	0	9	2	18	13	13	4	0	15	10	4	0	3	7	19	5	1	1	11	14	1	0	4	10	2	9	8	0	2	4	8	2	9	1	4	12	2	3	15	1	9	2	1	12	10	6	9	4	13	10	4	7	3	0	5	1	9	1	2	1	1	6	9	10	14	11	1	12	0	8	10	13	9	13	5	0	2	4	6	0	3	2	1	0	9	7	5	1	10	7	8	3	2	0	5	8	5	6	3	0	3	0	10	8	7	1	8	1	1	8	6	6	8	11	0	28	6	2	0	9	0	2	0	11	5	0	1	1	3	13	0	2	16	2	12	9	5	2	9	2	7	2	0	3	9	1	12	3	1	2	4	6	3	5	2	5	1	0	0	10	0	5	2	3	17	2	7	10	1	1	5	0	2	0	0	4	3	0	0	4	0	0	2	4	7	1	0	4	1	3	7	8	4	2	9	1	0	0	1	1	9	1	4	4	5	3	5	2	0	3	5	0	0	1	11	9	1	2	4	5	12	0	1	9	3	2	8	7	2	5	5	3	4	11	1	7	11	2	2	8	1	0	2	3	5	3	9	2	3	7	5	0	2	3	5	7	1	6	1	4	3	2	0	12	0	2	2	0	0	0	6	6	4	5	3	8	5	7	0	2	2	1	0	10	0	3	2	1	7	2	11	5	0	0	1	8	0	0	5	6	0	6	1	0	0	0	1	5	1	3	4	2
33	8	2	191	123	0	87	3	2	1	55	68	58	125	56	43	67	71	3	0	0	31	29	40	77	93	33	55	48	2	0	39	52	0	14	1	40	58	24	24	2	36	26	58	57	4	2	23	5	0	1	33	3	3	30	0	4	0	40	31	1	1	27	1	26	27	21	4	15	10	43	8	20	25	4	2	5	6	0	8	4	16	3	31	14	2	0	23	26	14	2	1	21	4	25	9	3	25	4	0	25	2	2	1	5	14	23	15	18	3	3	20	16	1	0	11	0	0	2	18	27	7	1	15	14	21	13	2	1	7	13	16	11	11	14	13	8	7	3	10	13	3	2	7	2	1	27	2	4	16	16	4	6	0	4	9	9	0	26	20	3	0	0	0	3	0	4	0	0	22	11	12	1	9	7	16	0	0	16	5	1	19	6	0	0	0	0	0	0	5	2	15	11	14	4	1	5	4	2	9	0	4	14	5	0	7	19	15	0	0	2	6	0	12	3	0	6	1	14	1	13	0	7	9	7	0	7	1	5	0	1	13	6	4	14	2	8	14	6	7	2	0	5	1	5	0	2	1	1	3	1	6	5	12	2	6	0	12	8	14	5	9	5	1	2	7	8	1	0	0	7	1	2	5	0	1	9	7	10	2	0	0	11	11	6	7	16	0	2	0	6	9	6	1	11	4	11	5	6	4	15	5	0	11	8	1	3	7	5	2	1	6	7	2	1	1	0	10	0	0	9	11	14	11	9	3	10	1	3	2	0	2	3	7	2	9	0	8	3	4	5	1	3	2	0	0	0	6	0	3	8	12	11	3	4	11	6	2	2	7	5	1	0	6	6	0	0	0	1	2	0	5	9	5	2	2	1	1	3	7	3	5	2	1	1	0	3	0	9	5	0	9	7	2	3	0	3	4	4	0	1	4	5	1	1	8	11	10	5	1	1	6	2	1	8	4	11	3	6	4	7	12	1	11	13	0	0	4	0	0	1	6	10	4	4	2	0	1	3	2	6	0	0	7	1	7	1	3	11	9	0	6	1	0	1	1	1	0	2	4	4	6	3	6	6	4	3	3	6	2	0	8	0	5	6	5	10	1	2	6	1	6	3	2	0	1	7	9	0	1	0	0	1	7	3	2	0	5	0	6
4	1	1	349	117	0	169	2	0	1	81	87	47	69	90	89	56	63	0	0	0	64	70	59	57	48	32	62	56	0	0	46	31	0	27	1	47	37	41	33	0	29	58	48	25	4	0	34	5	4	5	10	1	4	5	0	10	0	31	15	1	7	26	10	47	25	25	6	11	15	24	12	21	31	0	7	3	5	0	19	9	7	23	26	14	1	2	30	24	20	5	3	22	2	11	19	1	27	4	5	12	3	3	4	2	22	27	12	13	2	2	12	10	0	0	13	3	0	0	12	20	9	2	8	6	17	15	3	5	4	9	8	15	3	15	7	16	15	1	16	14	3	4	8	0	0	15	2	2	6	17	5	3	0	1	9	14	2	10	14	3	10	0	0	3	0	1	0	3	7	4	11	0	4	8	2	17	0	14	7	1	9	13	0	5	0	0	0	0	14	0	8	17	15	3	0	9	3	4	10	0	13	20	7	0	1	8	5	2	0	2	6	0	17	5	22	6	7	8	2	6	1	8	16	6	0	9	0	23	1	0	7	12	26	1	0	6	8	6	7	0	1	8	2	5	0	6	0	2	4	1	6	5	8	6	6	0	11	9	4	12	8	10	2	2	2	7	0	2	0	5	8	5	14	3	0	13	8	4	0	0	0	6	20	5	8	0	0	9	0	8	17	15	2	7	3	3	10	4	3	6	11	0	4	12	1	0	9	0	3	4	3	4	2	5	1	1	6	0	1	3	7	11	5	18	5	3	3	7	1	1	2	2	4	6	8	1	11	7	8	9	4	7	4	0	1	0	3	0	3	0	5	5	4	5	6	3	1	3	4	12	0	2	6	7	1	0	1	0	2	0	8	9	2	3	3	2	2	3	6	11	3	9	0	5	0	1	0	5	5	4	6	5	6	2	0	1	5	2	0	0	4	13	1	0	4	4	3	7	0	0	2	2	0	6	6	3	4	3	5	10	8	1	3	9	0	4	1	0	0	0	11	6	3	1	1	0	0	3	36	6	1	2	4	0	1	2	11	4	3	0	0	0	0	2	2	0	0	7	5	6	8	2	7	5	7	2	6	3	3	3	9	0	4	5	1	4	4	2	3	0	0	8	4	0	2	2	2	0	4	0	1	2	10	0	4	0	5	1	6
590	107	264	42	16	0	11	48	8	97	59	55	10	18	1	41	0	31	15	5	0	25	28	41	37	6	3	35	13	18	0	13	21	23	34	21	22	49	24	16	1	7	0	9	12	3	11	10	8	14	8	20	5	6	2	0	18	0	5	0	12	14	1	18	9	7	5	11	0	20	23	0	14	2	24	15	3	13	3	5	2	0	20	1	9	9	0	8	5	0	7	8	3	3	0	12	5	1	6	5	8	2	2	5	7	2	6	7	4	5	10	11	23	0	3	3	8	6	4	2	2	13	6	6	10	9	5	3	10	6	0	5	9	6	4	10	14	4	1	3	0	3	5	3	0	0	6	5	5	1	6	0	0	3	0	14	1	17	4	20	5	8	0	4	4	2	11	0	3	2	5	6	1	6	5	3	1	2	12	5	1	1	3	5	3	2	0	14	0	8	4	2	0	8	5	2	4	9	0	3	5	3	3	4	2	8	0	4	1	1	5	7	1	9	9	0	0	3	4	0	1	4	9	2	4	8	3	3	8	4	2	2	0	5	6	4	6	3	2	3	3	10	2	7	6	3	3	2	4	7	0	7	0	3	6	6	0	0	4	1	8	4	9	1	6	3	2	3	1	1	4	1	5	2	5	2	3	4	2	3	1	4	5	4	1	3	0	0	6	4	0	2	2	1	2	17	2	10	1	6	5	4	3	7	3	0	3	1	6	4	4	1	0	1	3	6	8	3	0	1	0	3	2	2	3	1	6	1	0	8	6	1	6	1	1	0	4	0	3	8	9	2	2	1	1	5	8	0	6	2	3	3	1	1	2	2	0	2	3	2	6	1	0	0	8	0	4	2	2	3	1	2	2	1	3	7	3	3	5	3	3	0	13	3	2	7	1	2	3	1	1	0	2	0	0	3	3	1	1	0	3	0	2	0	4	3	2	0	1	0	2	0	1	2	0	5	4	0	0	0	1	3	3	3	0	2	3	2	8	5	2	4	3	3	3	4	7	2	8	0	7	1	1	3	3	1	0	3	6	0	2	4	3	0	2	0	0	5	4	1	7	1	4	1	1	0	9	2	1	5	7	2	0	2	2	3	3	4	1	2	0	1	1	4	2	1	5	1	0	3	2	5	3	0	8	0	0	1	7	1
4	2	1	222	48	0	85	1	0	0	103	52	3	48	132	35	49	85	0	0	0	49	56	34	36	22	45	76	74	0	0	53	9	0	51	1	58	60	58	43	0	27	0	20	45	20	17	40	5	0	16	3	11	7	1	0	10	0	3	8	12	24	5	16	38	39	39	11	0	11	23	33	17	12	11	6	18	6	0	11	12	13	5	16	21	7	7	20	18	4	16	12	19	3	2	5	9	22	11	6	16	6	9	4	5	12	13	6	9	6	3	17	8	0	0	13	11	3	3	16	9	18	8	8	16	27	17	9	11	2	6	7	19	11	6	25	19	12	14	17	3	2	11	19	3	0	14	5	9	6	15	4	4	9	0	5	5	3	5	11	4	2	3	5	6	8	11	0	0	6	17	7	16	14	7	7	9	3	13	7	3	6	20	1	7	3	0	0	0	5	5	4	10	12	8	1	19	2	3	2	2	10	7	2	0	3	4	4	1	0	6	11	3	12	8	2	4	7	6	6	2	0	7	8	4	2	12	3	28	2	2	5	2	5	7	8	8	11	8	8	5	0	9	0	7	0	5	2	5	1	16	11	8	7	2	8	0	5	12	8	5	1	7	0	5	12	5	2	4	0	4	0	4	9	7	0	18	4	16	1	0	3	12	8	2	6	0	1	9	0	4	4	6	0	3	4	1	6	8	8	4	4	0	5	8	0	4	8	0	9	8	12	6	1	1	3	4	2	1	1	7	6	4	5	7	10	5	6	8	5	0	5	5	2	8	2	2	3	7	4	3	4	9	3	3	0	0	7	1	3	4	4	5	2	3	6	2	1	4	1	6	4	3	4	1	0	0	5	0	3	0	5	2	1	5	11	1	2	5	2	8	2	4	6	7	1	2	4	7	0	0	1	0	5	4	0	1	1	3	1	1	4	12	9	0	4	7	4	9	1	1	1	5	3	4	7	3	3	1	4	1	6	2	2	5	2	5	4	0	1	2	2	4	6	5	3	6	6	3	0	7	2	3	7	3	3	2	4	4	5	0	2	4	2	2	4	0	0	5	0	4	4	3	3	4	5	5	3	2	3	0	1	0	5	3	6	4	0	5	3	1	3	2	2	6	2	5	3	0	5	1	1	0	4	2	5	0	0	10	3
5	1	2	180	163	0	108	0	0	0	51	85	14	104	75	16	73	89	0	0	0	22	15	48	41	56	21	53	37	1	0	53	26	0	37	1	22	41	32	14	1	39	7	26	38	14	17	26	8	2	13	17	8	20	3	0	9	0	15	6	13	6	23	10	20	18	20	9	1	23	26	2	23	22	2	10	10	11	0	0	5	10	9	23	25	7	5	9	23	7	6	6	29	5	3	22	5	18	7	3	23	3	5	19	10	17	18	15	7	9	7	11	10	0	10	8	6	8	4	10	16	12	8	17	16	5	20	4	6	7	0	11	15	9	2	15	15	13	7	17	9	9	8	12	6	1	19	5	7	13	7	24	0	5	0	5	18	2	11	3	11	5	7	2	5	5	3	0	2	5	8	4	5	16	6	7	9	4	9	8	3	8	15	7	11	1	0	0	0	16	5	19	14	7	2	1	15	8	5	6	6	12	12	8	0	8	6	5	2	0	8	7	3	12	0	4	2	7	7	2	9	6	8	6	4	4	5	3	4	3	4	9	7	11	4	8	9	11	7	3	5	0	6	4	2	0	7	5	6	5	5	8	3	12	3	9	0	11	3	9	8	6	16	4	1	2	0	6	6	5	0	2	7	6	4	2	12	8	6	3	0	6	9	10	3	8	0	0	6	1	6	0	13	0	7	2	2	5	7	6	8	10	0	2	7	3	2	3	0	4	0	6	5	6	4	3	1	9	1	0	5	4	5	5	7	3	8	1	11	6	0	6	6	5	8	5	1	3	2	6	3	8	7	6	0	0	0	8	0	9	5	9	8	8	11	2	2	3	2	4	5	3	3	6	2	0	0	2	1	2	2	3	6	2	4	8	2	8	9	7	4	1	4	2	11	0	2	1	3	0	2	2	4	5	9	1	4	8	7	2	0	1	4	7	1	1	7	2	7	2	3	7	1	2	4	3	8	7	1	5	1	12	4	9	6	1	3	0	1	5	2	9	3	5	6	1	5	4	3	5	5	0	3	5	4	3	1	1	1	2	0	8	1	0	2	1	0	0	2	8	3	8	2	5	7	5	2	6	4	5	2	1	2	2	4	11	11	0	3	7	0	2	4	4	2	2	6	7	0	2	3	1	3	1	7	7	0	2	2	1
5	1	1	12	1	2	11	9	2	1	70	11	0	25	3	74	1	4	0	19	0	60	49	19	15	0	4	13	52	4	0	0	7	0	56	11	50	16	64	28	47	0	2	10	10	37	43	22	31	5	38	1	33	42	4	0	35	0	3	0	20	12	0	32	13	14	10	25	0	9	16	0	6	6	0	12	19	38	0	2	5	0	6	1	0	19	16	10	2	0	28	27	4	29	0	4	20	2	21	30	4	26	21	28	21	2	6	13	6	24	22	16	6	0	10	7	14	14	9	1	3	1	15	3	9	2	1	16	8	4	0	0	10	12	2	8	6	2	10	7	0	21	16	4	14	3	6	13	20	1	4	1	0	14	1	1	0	2	0	7	19	9	30	24	16	8	9	10	1	7	2	0	26	4	0	4	0	15	8	4	13	0	1	3	6	2	0	0	0	15	19	0	6	2	4	11	6	5	5	0	7	2	12	5	0	12	5	0	9	3	9	21	11	5	5	0	7	20	1	15	3	18	10	2	7	5	1	15	6	14	17	1	0	0	4	9	3	2	12	0	8	0	5	10	8	11	5	16	7	4	0	8	4	2	7	7	9	0	1	0	4	3	0	7	6	0	1	7	8	9	5	0	2	0	14	11	2	5	4	9	6	8	3	3	5	2	0	6	0	0	0	0	3	10	4	6	10	2	0	3	3	2	3	3	1	5	8	1	2	2	1	1	1	6	0	3	1	4	0	9	1	2	5	0	0	0	1	4	0	2	0	4	1	3	5	0	6	1	7	7	3	9	3	1	9	3	0	3	2	6	0	7	1	5	0	6	0	17	0	9	5	9	8	0	2	0	11	6	4	3	7	0	0	6	5	5	3	7	3	2	9	0	3	9	4	0	4	3	3	0	0	0	1	3	6	6	4	2	0	11	3	6	2	1	5	2	3	0	0	6	5	0	4	4	0	9	3	0	0	0	0	2	4	1	0	6	4	1	0	2	7	3	0	8	1	2	2	1	3	0	7	9	3	1	3	3	3	0	4	0	0	3	6	8	4	4	3	0	1	0	3	2	0	1	3	2	5	3	5	5	0	0	9	1	1	2	2	1	10	0	4	5	0	2	8	3	1	3	16	4	4	1	3	0	6	0	0	2	2	2
547	163	359	49	45	0	7	28	36	94	51	112	8	43	0	29	1	52	5	11	0	11	34	40	56	11	9	31	31	43	0	10	53	16	37	34	14	39	29	9	5	20	1	11	14	7	6	7	8	11	6	14	2	6	0	0	16	0	1	0	20	13	0	27	11	7	15	10	1	27	25	0	16	17	29	13	6	25	18	7	12	0	18	1	2	7	7	10	20	0	3	4	4	6	0	14	2	14	13	7	7	9	6	2	1	4	13	9	5	1	2	5	16	3	5	6	4	6	5	6	0	12	8	6	10	12	2	5	8	3	0	10	4	3	8	18	7	17	3	7	0	3	5	3	2	0	3	11	8	0	7	0	1	7	0	17	6	5	9	12	4	11	3	2	0	2	3	0	2	3	4	7	1	2	6	8	0	4	6	0	4	2	9	3	3	3	0	25	0	10	5	7	2	11	0	1	10	16	3	6	1	4	3	7	6	10	8	3	2	2	5	7	2	10	6	0	6	6	2	1	7	2	8	4	9	3	3	1	7	3	2	3	0	3	7	8	3	8	4	3	5	5	3	11	3	1	3	6	4	6	0	3	4	2	8	0	2	0	4	1	7	4	6	5	3	1	3	2	5	0	8	2	5	4	6	1	7	8	11	7	0	2	4	7	11	3	0	2	5	3	1	3	2	1	4	3	1	22	0	5	4	4	6	9	1	1	2	1	11	3	0	0	2	2	0	5	4	5	0	3	0	9	1	5	2	5	6	3	0	4	6	1	1	7	6	0	2	1	13	6	3	6	10	1	2	9	4	2	5	3	2	3	1	5	1	2	0	1	6	8	6	1	1	0	8	0	3	5	1	7	3	1	2	4	2	4	7	4	7	0	6	3	1	2	7	0	5	2	7	2	0	0	2	2	5	1	1	7	6	0	0	1	1	0	2	5	0	0	6	1	3	1	3	1	0	7	2	1	1	0	0	1	3	2	1	1	4	1	11	3	2	3	3	1	2	8	7	8	6	0	2	2	3	1	3	0	1	1	1	2	3	5	1	1	7	5	0	3	4	0	3	1	3	6	2	3	7	7	1	1	6	1	0	0	4	1	1	9	3	3	0	1	4	6	2	1	1	3	2	2	0	5	7	0	2	0	0	5	7	1
5	4	308	18	1	0	4	7	84	1	64	42	0	21	0	19	1	10	1	19	0	34	27	17	40	0	2	22	41	50	0	3	16	11	74	38	25	36	26	20	18	0	0	9	17	15	27	7	22	29	32	9	21	32	3	0	24	1	15	1	30	19	0	21	3	17	13	16	0	19	13	1	7	6	2	26	13	12	7	4	32	0	16	0	1	22	25	4	7	0	19	23	6	17	1	3	14	9	18	11	7	13	13	13	14	8	4	9	8	13	7	9	16	3	8	7	19	11	16	9	14	19	5	1	8	29	11	10	26	3	0	1	6	2	2	13	11	6	14	6	1	15	15	4	6	0	6	11	13	0	6	0	6	4	11	2	3	16	2	13	11	13	9	11	11	7	3	0	1	10	1	0	11	5	0	16	1	9	3	5	15	1	4	6	10	2	1	1	0	5	15	4	8	10	7	2	9	11	11	0	11	2	7	15	6	7	4	0	3	10	7	13	7	21	20	0	14	7	5	4	9	2	3	3	4	9	2	2	8	5	10	1	0	4	3	4	6	1	8	0	9	3	2	9	12	3	15	4	7	9	0	3	0	4	12	5	6	0	1	2	11	8	0	8	11	3	0	7	8	5	9	2	14	1	8	3	7	5	7	3	13	8	7	1	4	1	0	6	4	9	0	0	7	0	4	6	5	6	1	9	2	8	11	5	1	11	8	3	0	5	1	0	1	10	2	9	13	3	0	5	2	0	6	2	4	3	1	3	0	3	0	12	2	4	2	0	5	1	3	6	4	8	7	5	6	4	1	1	2	8	0	4	1	5	0	0	1	5	2	9	2	2	3	0	2	0	5	3	2	5	3	0	1	6	12	3	0	2	4	0	5	2	3	1	2	0	2	7	0	6	0	1	1	3	3	3	6	2	2	12	4	2	3	3	9	1	3	0	2	6	7	0	4	2	1	4	3	1	0	1	0	3	5	5	0	3	6	6	0	12	5	2	0	2	3	5	7	7	6	0	5	5	3	0	2	0	3	1	4	0	2	2	4	4	4	1	2	9	0	2	6	2	7	4	2	4	7	3	2	7	4	0	4	3	1	1	2	2	3	0	2	5	1	3	3	5	0	1	2	3	4	6	9	0	5	0	0	3	0	2
