Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
7	8	167	14	2	0	3	30	2	5	46	20	1	16	0	42	1	10	10	41	0	34	37	20	17	0	1	12	25	44	0	3	5	14	44	8	26	17	26	17	7	2	0	5	26	10	13	5	20	48	21	6	20	13	5	0	13	1	2	0	21	15	1	34	13	10	21	12	1	20	16	0	17	5	14	17	8	11	0	6	10	0	14	0	1	12	8	8	6	0	10	12	3	13	0	1	11	3	11	11	3	6	15	8	8	7	4	8	1	10	15	5	15	0	5	12	10	4	4	0	4	1	6	1	11	7	4	4	13	4	0	0	9	0	3	12	10	4	8	5	0	4	8	7	7	0	3	7	5	0	7	0	1	3	0	3	1	7	0	12	6	2	9	6	5	5	1	0	5	9	3	1	2	1	0	3	0	4	2	4	16	2	1	6	9	6	0	3	0	1	2	3	3	2	3	2	3	2	2	0	4	1	4	4	2	5	3	0	3	6	10	4	2	5	12	0	2	7	1	7	6	0	4	0	3	9	1	5	2	6	7	1	0	0	5	4	5	5	2	2	8	2	2	6	0	1	8	7	2	7	1	0	2	6	8	6	14	0	0	1	9	1	2	5	2	0	0	2	4	4	5	2	3	0	2	2	2	4	3	4	1	5	2	1	2	2	0	0	6	3	0	0	2	1	1	10	2	6	0	7	1	1	5	2	2	2	0	2	5	2	0	0	1	0	4	10	4	2	0	3	1	3	0	3	1	4	4	6	0	4	0	0	4	0	3	0	5	0	4	4	4	7	1	4	2	6	0	4	2	0	0	4	1	2	0	1	0	6	1	0	0	5	4	0	1	0	7	4	3	7	2	0	0	0	5	0	2	6	6	0	7	1	1	1	2	0	7	2	0	0	0	0	1	4	1	1	6	3	3	3	3	3	3	2	0	1	2	0	2	4	3	0	1	4	0	1	0	0	0	0	0	0	1	0	0	1	4	4	2	4	1	3	1	3	1	1	3	5	4	0	3	4	1	0	1	4	3	0	3	1	2	3	6	2	2	1	0	8	1	0	1	2	5	5	0	5	4	0	2	0	0	1	2	2	0	2	5	0	4	0	2	1	0	0	0	2	1	1	1	1	1	4	2	0	2	0	0	2	7	0
7	0	0	4	0	0	5	0	0	1	62	7	1	36	1	48	3	1	2	4	0	36	44	4	12	0	1	2	76	2	0	1	2	0	32	1	42	28	36	23	40	0	0	11	9	38	35	19	35	0	35	17	35	20	0	1	11	1	1	0	31	8	0	2	10	8	12	25	0	8	12	0	7	5	0	14	18	6	0	3	2	0	2	0	1	18	24	1	1	0	13	21	1	22	0	2	23	8	15	17	11	14	13	14	25	3	3	6	5	20	12	21	6	1	18	4	19	11	18	1	5	0	5	2	6	1	8	17	10	4	1	0	12	13	3	7	6	6	15	5	0	9	13	4	17	1	3	6	9	1	6	31	0	14	2	0	0	0	1	5	20	4	21	15	7	10	0	7	0	13	0	0	4	2	0	8	1	9	4	0	5	0	1	12	3	7	0	0	0	14	8	1	4	2	7	11	6	1	2	0	8	2	5	3	0	4	8	0	8	1	14	9	7	7	2	0	8	8	1	9	6	9	8	2	6	3	3	10	4	4	11	7	6	0	0	2	2	3	10	0	1	0	3	3	5	11	6	4	11	6	0	5	1	4	1	2	8	0	1	1	3	0	0	7	0	0	1	7	5	8	0	1	2	2	7	8	0	6	4	13	5	2	4	3	5	1	0	4	2	0	0	0	2	0	4	5	9	1	2	2	1	2	1	1	1	9	10	0	0	0	0	3	3	7	0	2	1	2	0	6	1	2	2	1	0	0	1	2	0	0	0	1	1	5	3	0	4	0	5	1	3	2	1	4	0	0	0	4	0	6	1	4	1	7	1	0	1	5	0	4	0	3	4	0	3	0	4	2	14	0	5	0	1	7	0	1	1	2	4	0	1	0	0	3	3	0	4	3	3	0	0	0	1	1	1	5	0	2	0	0	4	0	0	1	3	1	2	2	0	4	0	0	6	5	0	6	1	2	0	0	0	2	5	0	0	9	0	1	0	0	2	6	1	2	3	2	1	1	5	0	1	4	1	2	3	7	3	1	0	0	0	2	6	7	0	0	1	0	2	0	2	0	3	0	4	2	2	0	5	2	0	0	5	0	1	1	3	0	3	0	0	3	4	5	1	2	0	2	2	0	2	0	1	0	2	0	0	2	2	0
3	2	2	0	3	0	6	0	0	1	50	4	0	31	1	44	10	5	0	0	0	54	44	5	6	1	2	2	38	2	0	1	7	0	19	0	25	27	35	17	46	1	0	7	18	22	19	6	19	0	22	13	30	17	0	0	12	0	4	0	18	4	0	7	6	7	22	17	0	6	7	0	3	7	0	14	17	15	0	1	4	3	4	1	2	12	27	5	3	0	10	20	0	11	0	4	12	4	11	16	4	19	11	10	15	3	5	3	5	5	12	5	2	0	9	4	12	7	6	0	4	1	13	1	2	2	2	14	6	3	0	0	17	19	0	4	5	1	10	6	0	12	12	4	4	24	3	13	6	1	2	36	0	8	0	1	1	2	0	6	7	3	10	9	11	7	0	19	2	11	0	0	0	0	0	0	0	7	1	1	12	0	0	6	9	9	0	0	0	8	9	2	6	3	5	17	3	5	7	0	6	1	6	3	0	1	3	0	13	1	8	18	12	4	3	0	6	13	0	16	4	9	3	3	0	4	1	2	8	5	6	0	3	0	4	4	2	2	6	0	6	0	5	1	4	13	6	7	7	2	0	6	1	6	1	7	18	0	0	1	4	0	0	5	0	0	0	7	2	6	0	1	2	0	6	4	1	1	3	8	5	4	3	1	2	2	1	3	0	1	0	0	0	6	3	0	8	2	1	6	2	1	1	2	0	4	8	0	0	2	0	1	3	2	0	1	0	3	1	3	0	4	4	0	0	0	1	4	0	1	0	4	4	6	1	0	5	0	3	4	4	1	0	3	0	0	0	3	0	3	1	4	4	5	0	0	0	4	0	2	0	4	2	0	1	0	3	1	7	1	5	0	0	6	0	0	1	4	2	0	0	0	1	2	5	0	2	3	4	0	0	0	2	0	4	2	1	0	0	0	0	3	1	1	5	1	1	0	0	3	1	0	5	4	0	1	3	0	0	1	1	2	4	0	0	4	6	3	0	4	2	0	6	6	6	1	0	0	5	0	4	6	0	0	3	6	4	0	1	1	0	4	3	5	1	3	0	0	0	0	6	0	3	0	3	1	1	2	8	1	0	0	3	2	0	2	3	0	2	3	10	4	0	5	5	3	2	0	2	4	1	0	0	0	1	2	0	1	0	3
5	0	2	17	1	0	8	0	1	0	41	38	1	28	61	26	14	19	0	0	0	16	12	12	21	0	0	13	25	0	0	7	3	0	30	0	23	28	28	4	41	1	0	21	11	23	12	8	14	0	33	6	22	27	0	0	10	0	0	0	17	12	2	2	3	8	7	15	0	4	12	0	6	8	1	6	15	6	0	3	6	2	6	1	1	11	9	5	3	1	16	10	13	18	0	3	13	3	15	10	12	13	10	11	8	6	8	6	7	10	5	5	3	0	11	7	11	6	2	6	3	5	9	3	7	8	4	8	7	0	0	0	4	5	0	8	8	4	4	5	0	18	6	3	5	11	7	8	5	5	7	1	0	8	4	3	0	1	2	5	5	3	4	4	2	12	1	8	4	12	2	0	2	3	2	4	0	8	3	4	6	2	2	10	5	6	0	0	0	7	3	2	5	7	8	4	5	3	6	1	11	3	1	2	0	1	10	2	11	0	7	6	8	9	8	0	6	7	1	2	1	2	12	3	6	6	1	13	0	5	1	1	1	0	0	2	6	10	8	1	4	0	4	0	9	3	5	2	6	7	1	2	2	5	1	7	4	0	1	0	4	8	2	7	1	2	5	3	2	4	0	2	1	3	4	2	3	4	11	8	6	2	4	3	5	2	0	0	6	0	0	0	1	11	4	2	8	2	0	1	4	0	3	6	0	2	6	2	0	1	0	0	2	3	0	4	2	5	1	4	1	4	5	8	1	2	4	4	0	3	0	9	7	3	4	0	1	0	3	2	7	1	8	4	1	1	0	4	0	1	3	3	4	5	0	1	2	6	0	2	1	1	5	0	4	0	1	2	2	4	6	0	1	8	1	4	0	8	2	2	7	2	3	2	4	0	1	2	4	2	0	0	0	6	6	3	0	3	1	3	4	9	0	1	8	2	3	1	0	2	1	0	3	4	3	2	3	0	0	0	0	3	0	1	0	5	2	2	0	2	4	1	6	18	2	2	2	4	2	0	2	4	6	0	1	4	8	0	0	0	0	2	5	5	1	0	0	0	1	1	0	1	0	3	9	1	4	2	4	4	0	0	2	0	1	3	2	0	1	0	8	4	4	1	4	0	1	0	0	3	2	0	0	0	1	0	0	0	2	2
4	0	520	7	1	0	2	0	0	0	23	27	1	7	0	16	0	2	0	0	0	14	7	8	15	0	0	14	12	62	0	3	10	4	38	27	6	40	8	8	14	3	0	5	18	21	16	5	11	23	20	9	16	11	2	0	16	0	9	0	12	2	0	2	0	15	5	18	0	10	17	0	9	8	0	11	3	13	0	4	14	0	4	0	4	9	17	1	4	0	7	11	0	8	0	1	13	13	6	13	9	5	4	3	9	8	6	4	4	10	5	3	4	9	5	3	9	6	8	1	3	13	2	1	7	14	8	14	7	5	0	2	2	0	1	11	3	7	12	1	0	7	7	4	8	2	2	5	5	0	3	0	2	7	2	2	0	10	1	17	10	10	6	5	8	5	10	3	1	3	0	0	1	1	0	3	0	4	0	5	7	0	0	2	7	0	0	2	0	8	5	2	2	11	7	0	1	1	7	0	6	3	3	9	5	17	7	0	3	8	3	8	5	5	9	0	6	9	0	3	8	2	4	0	4	7	3	6	3	3	8	0	0	3	4	0	6	4	5	2	9	1	5	9	3	4	13	3	5	4	0	1	1	5	9	2	0	1	1	0	2	4	2	8	10	1	0	2	1	5	4	2	12	0	2	2	3	0	4	5	9	9	5	2	2	1	0	3	10	7	0	0	0	2	3	8	5	0	1	6	2	2	7	4	0	1	2	0	5	2	2	1	2	3	3	8	5	6	0	3	0	0	7	1	1	3	4	5	0	1	0	2	0	3	3	0	6	0	6	4	1	12	5	3	8	5	0	1	2	4	3	0	5	0	0	0	4	1	0	3	4	1	1	0	2	0	2	5	2	3	0	0	0	2	6	1	2	0	6	0	6	1	3	2	5	0	1	2	1	1	0	0	0	1	3	0	2	0	0	3	2	0	4	0	2	1	0	0	6	2	1	0	3	2	0	5	2	0	3	0	0	1	4	2	0	2	2	2	1	7	6	4	3	0	3	4	3	5	4	0	1	1	2	1	1	2	1	0	0	1	4	0	4	1	0	3	7	20	1	0	3	0	3	2	3	0	1	0	1	3	1	0	3	2	0	0	1	0	1	1	3	2	0	7	1	2	5	1	3	4	1	8	4	0	2	0	0	1	3	1
10	4	4	201	234	0	78	1	0	1	57	63	178	43	72	38	48	34	6	0	1	34	33	41	38	13	78	57	27	0	0	33	25	0	8	0	13	34	8	13	0	8	78	23	21	0	6	37	0	2	1	5	0	0	0	0	1	0	1	13	2	2	13	4	27	17	12	0	26	10	15	45	15	5	7	3	3	6	0	15	2	0	6	5	12	2	3	23	14	9	1	2	17	0	1	15	1	23	2	1	7	0	3	0	3	14	23	6	11	2	2	3	7	0	1	6	3	1	1	12	3	9	3	12	5	6	10	0	1	2	5	14	1	19	7	10	13	10	1	5	23	7	1	4	0	0	11	0	2	5	7	0	0	0	0	2	12	0	8	10	0	3	0	1	2	1	0	0	0	8	2	4	0	10	11	15	9	0	9	6	1	18	0	0	1	1	0	0	0	6	1	10	8	8	0	3	7	7	1	0	0	4	6	0	0	2	1	8	0	1	1	14	0	8	0	7	2	2	4	0	2	0	2	7	5	0	4	0	4	0	0	12	8	5	5	0	3	5	1	14	1	0	8	0	2	0	2	0	1	1	0	12	16	5	1	1	0	10	4	3	8	0	1	0	1	0	3	1	1	1	3	11	5	12	1	1	8	6	7	4	0	0	2	2	6	4	0	0	4	0	3	8	2	0	0	0	6	9	9	4	5	7	0	1	7	0	0	5	0	3	1	0	3	0	0	0	1	1	1	0	6	3	5	7	1	4	6	0	0	2	1	0	4	5	1	5	0	6	1	1	1	0	3	0	0	0	0	2	0	4	0	5	6	1	3	5	0	0	3	1	3	1	1	12	1	0	0	1	0	2	0	6	2	4	3	1	2	2	4	5	1	10	6	1	0	0	0	1	4	2	7	5	0	4	3	0	1	3	1	0	0	3	1	5	0	3	4	3	4	0	0	2	0	4	0	1	1	10	1	1	3	2	1	5	10	0	1	5	1	1	2	5	4	0	1	1	1	2	3	0	6	0	3	1	2	2	0	2	5	8	0	1	1	0	7	1	0	0	11	2	2	2	4	1	4	2	1	4	1	5	1	3	1	10	3	1	1	2	1	3	1	2	0	2	0	0	3	3	1	2	0	0	1	4	3	2	2	0	0	4
7	1	156	9	0	0	9	1	0	0	23	11	3	16	1	25	12	0	0	0	0	15	15	7	29	0	1	10	20	19	0	3	4	0	36	23	10	44	11	12	9	0	0	2	14	23	26	7	16	9	22	14	21	21	4	0	24	0	7	0	21	15	0	19	7	5	3	14	0	19	18	0	7	6	0	11	15	17	0	3	9	0	11	0	1	11	14	10	2	0	23	10	3	13	0	3	14	6	19	16	2	17	14	10	10	6	11	16	8	8	9	15	5	15	13	2	13	6	8	2	5	10	7	1	13	8	10	11	12	7	0	0	9	6	1	7	6	3	15	4	0	10	7	2	5	1	6	8	9	0	9	8	2	11	0	0	0	6	0	6	9	6	9	9	6	6	0	4	1	5	1	0	7	5	1	8	0	11	6	8	5	0	0	5	5	7	0	1	0	9	15	4	5	5	10	5	6	9	3	0	1	1	4	2	5	11	6	0	12	8	8	8	6	6	7	0	12	7	2	3	10	7	7	3	6	12	0	2	8	14	6	6	0	4	6	2	5	3	8	3	8	0	3	5	7	6	8	2	8	2	0	11	0	2	8	5	2	0	0	0	6	3	0	9	6	0	0	6	7	7	4	5	6	1	7	1	2	3	3	15	13	4	2	2	4	2	0	8	10	0	0	1	1	1	5	4	8	4	0	1	2	3	8	4	1	4	4	0	0	1	1	0	2	7	2	5	6	3	0	2	5	1	1	2	0	8	4	2	0	0	0	3	4	1	5	0	7	0	4	5	1	3	6	5	10	4	0	0	1	1	1	2	3	1	3	2	0	4	2	4	0	0	2	0	3	1	5	3	2	4	2	1	0	3	4	5	3	3	4	0	2	1	1	4	3	0	2	3	5	0	0	0	1	2	6	6	2	2	1	6	4	2	4	2	2	0	2	3	1	4	1	0	1	2	0	3	3	0	2	0	0	3	4	1	0	1	5	5	0	8	2	2	1	2	3	2	2	7	0	0	0	2	1	0	2	1	1	0	0	1	1	1	1	1	1	6	2	2	1	0	1	0	3	2	0	1	1	0	3	4	0	0	4	1	2	0	2	0	4	2	1	3	2	5	4	2	1	1	2	2	2	3	0	0	4	0	1	3	0	0
3	0	1	184	183	0	80	0	0	0	140	83	78	76	42	63	13	27	3	0	0	73	54	27	34	39	25	48	57	0	0	11	48	0	12	1	45	34	27	44	1	33	35	20	29	0	1	14	1	1	0	19	0	2	15	18	2	9	6	28	2	0	12	1	22	23	26	2	17	6	21	0	10	21	0	0	2	7	0	29	5	2	1	10	8	1	1	24	16	13	0	1	6	0	16	13	0	15	2	0	10	0	1	1	4	12	7	9	13	1	2	15	5	0	1	12	1	0	1	5	5	3	3	8	6	15	7	1	1	5	10	16	6	4	6	14	7	10	3	4	16	2	0	7	0	0	10	2	4	7	4	0	1	0	2	5	10	1	15	5	0	0	0	2	2	0	5	0	2	6	8	6	1	0	8	5	4	0	10	8	0	10	5	1	3	0	0	0	0	14	0	5	13	4	0	1	8	5	0	3	0	7	5	3	0	1	10	12	2	0	1	4	0	5	0	0	3	2	5	0	2	0	2	3	4	0	8	0	4	1	0	9	2	9	0	0	3	4	1	10	0	0	6	1	3	1	0	0	0	1	0	4	3	2	2	1	0	4	2	15	2	3	6	1	3	1	2	0	2	0	2	1	3	6	1	1	8	7	2	1	0	0	3	3	5	7	3	1	4	0	1	2	3	1	4	1	2	0	2	4	2	9	0	1	0	1	0	1	1	4	0	2	6	0	0	0	0	6	2	2	3	5	7	6	3	2	1	2	1	0	1	1	2	2	2	5	0	6	2	2	6	3	0	0	0	0	0	6	0	1	3	4	4	3	5	8	1	2	1	0	5	1	0	6	1	0	0	0	0	0	0	2	9	0	1	2	0	5	0	5	4	5	4	0	0	0	0	1	2	1	0	5	1	1	1	1	0	4	1	0	1	0	5	2	0	4	4	5	3	0	0	7	1	1	4	2	1	3	5	6	3	5	1	1	2	1	0	2	0	0	0	2	5	2	2	2	0	1	6	0	6	0	5	5	1	3	1	1	3	3	0	2	1	0	7	1	1	0	0	1	1	4	3	3	2	1	0	4	0	2	0	6	0	0	2	6	4	0	1	1	0	0	4	1	0	0	5	10	0	1	0	0	2	2	1	4	0	3	4	5
7	0	114	19	2	0	6	11	26	6	60	25	0	16	0	41	2	16	2	76	0	38	38	32	21	0	0	27	28	65	0	0	5	0	54	19	19	38	13	18	6	0	0	11	21	19	18	5	13	24	34	5	28	4	3	0	33	0	1	0	19	10	0	11	10	9	11	18	0	12	21	0	6	2	19	20	14	14	3	2	20	0	5	0	0	17	25	12	5	0	6	13	0	18	0	2	8	9	13	12	5	12	12	10	12	6	5	9	6	9	7	6	9	3	3	8	13	14	5	3	3	7	14	0	6	7	10	8	8	1	0	0	2	1	2	7	4	2	3	4	0	7	15	10	5	0	5	8	10	2	7	1	24	7	15	2	0	10	0	8	6	3	14	7	6	5	3	0	1	7	3	0	7	1	0	3	0	5	1	11	4	0	4	7	8	4	0	1	0	7	4	3	2	8	0	3	5	3	6	0	6	0	5	7	11	2	9	1	0	3	10	4	0	10	8	0	3	8	0	0	9	5	11	4	4	0	3	5	5	4	7	0	0	5	13	3	5	5	4	4	4	0	1	3	1	2	5	7	8	1	0	3	2	2	5	1	8	2	1	1	8	0	1	4	4	4	1	8	8	3	4	0	8	1	5	7	4	4	4	5	4	5	4	1	4	2	0	4	3	0	0	0	3	1	0	5	3	6	2	5	2	4	6	4	0	0	6	1	2	5	0	0	2	3	0	1	3	4	0	8	3	2	2	2	1	3	5	2	0	3	0	4	2	1	4	0	11	0	3	1	1	4	6	4	1	6	0	0	5	2	0	3	4	11	1	0	9	0	2	4	1	1	3	0	0	0	4	5	5	4	3	1	0	3	2	5	4	4	2	1	4	1	1	2	4	0	3	5	2	7	1	0	0	3	1	1	7	1	0	3	2	3	0	0	2	0	3	0	1	4	7	0	5	3	0	3	0	1	1	0	0	4	4	3	0	0	0	6	5	8	4	7	7	1	4	5	1	5	1	0	3	8	0	0	3	0	1	0	1	0	5	3	2	7	3	4	9	3	3	2	1	0	3	2	1	1	5	3	3	3	0	0	2	0	1	1	4	3	3	1	0	3	1	1	4	5	7	3	0	1	3	3	4	0	4	0	0	2	3	0
6	2	60	6	0	0	5	11	16	1	27	20	1	23	1	18	0	4	1	138	0	18	20	24	7	0	0	19	25	42	0	0	4	5	45	12	7	26	14	11	6	0	0	5	11	17	27	8	20	38	18	1	14	25	13	0	22	0	1	0	8	9	1	16	13	9	7	16	0	11	14	0	8	6	10	19	13	12	2	7	23	0	12	0	1	15	14	3	1	1	13	16	1	16	0	4	12	5	19	10	5	7	4	7	10	3	4	7	4	7	15	5	15	0	10	5	11	9	14	2	6	15	6	3	8	4	4	5	15	1	0	0	8	6	1	8	8	3	9	6	0	4	15	7	12	0	5	18	9	2	1	1	0	11	0	0	0	7	1	6	9	2	4	4	4	8	2	2	4	8	5	0	6	2	0	3	0	6	10	4	4	0	1	2	7	1	0	3	0	9	5	5	5	9	12	4	2	2	8	0	10	3	1	13	4	9	7	0	2	3	3	4	6	10	23	0	9	3	2	5	4	6	9	1	7	12	1	7	4	10	3	2	0	2	4	6	10	2	12	1	9	3	0	5	2	4	11	4	14	4	0	1	5	2	6	8	7	1	0	0	6	1	1	9	4	0	0	1	3	3	6	1	9	0	7	7	8	2	1	3	3	9	6	0	4	3	0	11	5	0	0	0	5	2	7	3	1	7	0	3	1	1	6	2	1	1	5	1	1	1	1	0	6	3	0	3	3	5	0	4	3	3	6	1	0	6	2	4	0	1	0	2	4	3	1	0	5	0	3	4	5	4	2	4	4	10	0	1	3	1	0	0	0	2	0	0	2	1	1	1	1	7	9	0	2	0	9	5	3	7	4	0	1	2	9	1	0	6	7	0	4	2	5	5	10	0	1	4	2	0	0	0	0	6	3	3	4	3	0	4	5	3	1	0	5	2	4	0	3	3	3	0	1	1	0	3	0	0	0	0	0	2	4	0	0	1	2	5	0	5	5	1	3	5	3	3	4	4	1	0	2	4	1	0	3	0	3	2	3	1	0	2	2	3	0	5	0	0	1	0	3	0	7	0	1	0	6	1	1	0	0	0	3	1	2	3	1	2	2	0	1	1	0	5	4	6	1	1	3	1	1	1	4	0	3	0	0	2	1	0
